computer networks prof::computer networks prof
bits the overhead::bits the overhead
overhead is low::overhead is low
efficiency of synchronous::efficiency of synchronous
sending large amount::sending large amount
translates the physical::translates the physical
stream into discrete::stream into discrete
units called frames::units called frames
frames the sender::frames the sender
sends the message::sends the message
form of frames::form of frames
frames n frames::frames n frames
receiver detect frame::receiver detect frame
detect frame boundaries::detect frame boundaries
recognize the start::recognize the start
start and end::start and end
character or bit::character or bit
stuffing and pulse::stuffing and pulse
procedure and manchester::procedure and manchester
manchester encoding atm::manchester encoding atm
kind of fixed::kind of fixed
fixed length frame::fixed length frame
length frame variable::length frame variable
frame variable lengths::frame variable lengths
lengths are byte::lengths are byte
make the first::make the first
big the current::big the current
characters and frame::characters and frame
receiver loses synchronization::receiver loses synchronization
bits become garbled::bits become garbled
count become corrupted::count become corrupted
corrupted during transmission::corrupted during transmission
frame contains fewer::frame contains fewer
checksum will detect::checksum will detect
detect the incorrect::detect the incorrect
frame this technique::frame this technique
stuffing use reserved::stuffing use reserved
reserved bit patterns::reserved bit patterns
frame for instance::frame for instance
delimit consecutive frames::delimit consecutive frames
frames a frame::frames a frame
frame is starting::frame is starting
frame has ended::frame has ended
two smaller frames::two smaller frames
smaller frames suppose::smaller frames suppose
bit stuffing part::bit stuffing part
set of pattern::set of pattern
data this prevents::data this prevents
prevents three consecutive::prevents three consecutive
similar to bit::similar to bit
frame or body::frame or body
stuffing one byte::stuffing one byte
introduce the character::introduce the character
escape itself appears::escape itself appears
two escapes side::two escapes side
original data packet::original data packet
escape escape escape::escape escape escape
escape escape flag::escape escape flag
escape flag escape::escape flag escape
flag escape escape::flag escape escape
discuss point-to-point protocol::discuss point-to-point protocol
field this payload::field this payload
layers that means::layers that means
ends with checksum::ends with checksum
point data link::point data link
data link control::data link control
easier than broadcast::easier than broadcast
explicit mac addressing::explicit mac addressing
mac addressing e.g::mac addressing e.g
addressing e.g dial-up::addressing e.g dial-up
e.g dial-up link::e.g dial-up link
link and isdn::link and isdn
line the popular::line the popular
point dlc protocols::point dlc protocols
high level data::high level data
level data link::level data link
ppp design requirements::ppp design requirements
stands for request::stands for request
request for comment::request for comment
comment and forms::comment and forms
part of networking::part of networking
ppp uses packet::ppp uses packet
requirements are encapsulation::requirements are encapsulation
encapsulation of network::encapsulation of network
network layer datagram::network layer datagram
datagram in data::datagram in data
data link frame::data link frame
frame this carries::frame this carries
carries network layer::carries network layer
network layer data::network layer data
network layer protocol::network layer protocol
ability to demultiplex::ability to demultiplex
demultiplex upwards ppp::demultiplex upwards ppp
ppp uses bit::ppp uses bit
carry any bit::carry any bit
require error detection::require error detection
end the connection::end the connection
signal link failure::signal link failure
failure to network::failure to network
network layer network::network layer network
layer network layer::layer network layer
network layer address::network layer address
layer address negotiation::layer address negotiation
address negotiation means::address negotiation means
negotiation means endpoint::negotiation means endpoint
out of order::out of order
delivery is acceptable::delivery is acceptable
support multipoint links::support multipoint links
links ; e.g::links ; e.g
polling error recovery::polling error recovery
relegated to higher::relegated to higher
ppp data frame::ppp data frame
frame has flag::frame has flag
control and protocol::control and protocol
bits the flag::bits the flag
delimiter the address::delimiter the address
future possible multiple::future possible multiple
multiple control fields::multiple control fields
fields the upper::fields the upper
upper layer protocol::upper layer protocol
frame is delivered::frame is delivered
delivered the check::delivered the check
frame some info::frame some info
upper layer data::upper layer data
data being carried::data being carried
carried is required::carried is required
cyclic redundancy check::cyclic redundancy check
check for error::check for error
carried the check::carried the check
stuffing the data::stuffing the data
data transparency requirement::data transparency requirement
transparency requirement data::transparency requirement data
requirement data field::requirement data field
allowed to include::allowed to include
include flag pattern::include flag pattern
data or flag::data or flag
flag ? sender::flag ? sender
sender adds extra::sender adds extra
adds extra byte::adds extra byte
discard first byte::discard first byte
continue data reception::continue data reception
reception and single::reception and single
exchanging network layer::exchanging network layer
data link peers::data link peers
peers must continue::peers must continue
continue ppp link::continue ppp link
carrier is detected::carrier is detected
establish the link::establish the link
require some authentication::require some authentication
fails to establish::fails to establish
back to dead::back to dead
network is open::network is open
transmission of data::transmission of data
acknowledgement and configure::acknowledgement and configure
configure not acknowledgement::configure not acknowledgement
acknowledgement -that means::acknowledgement -that means
means your configured::means your configured
two sides communicate::two sides communicate
communicate and establish::communicate and establish
widely used protocol::widely used protocol
control and error::control and error
changed or corrupted::changed or corrupted
noise signal distortion::noise signal distortion
distortion or attenuation::distortion or attenuation
burst of noise::burst of noise
similarly the data::similarly the data
sending some data::sending some data
crc is preferred::crc is preferred
crc is cyclic::crc is cyclic
cyclic redundancy code::cyclic redundancy code
essentially the data::essentially the data
data is regarded::data is regarded
long binary number::long binary number
user place holder::user place holder
place holder digits::place holder digits
digits are added::digits are added
polynomial using modulo::polynomial using modulo
divisions the remainder::divisions the remainder
computer networks::computer networks
networks prof::networks prof
prof sujoy::prof sujoy
sujoy ghosh::sujoy ghosh
ghosh dept::ghosh dept
computer science&::computer science&
science& engineering::science& engineering
engineering iit::engineering iit
iit kharagpur::iit kharagpur
kharagpur lecture::kharagpur lecture
wavelength assignment::wavelength assignment
optical networks::optical networks
good day::good day
wavelength deviation::wavelength deviation
deviation multiplexing::deviation multiplexing
assignment means::assignment means
point-to-point connection::point-to-point connection
directly connected::directly connected
intermediate notes::intermediate notes
stream rides::stream rides
electronic domain::electronic domain
simple kinds::simple kinds
routing problem::routing problem
optical wdm::optical wdm
wdm networks::wdm networks
future backbone::future backbone
wide area::wide area
area networks::area networks
bandwidth demand::bandwidth demand
fast rate::fast rate
higher speed::higher speed
wdm network::wdm network
electronics compared::electronics compared
major constraint::major constraint
optical layer::optical layer
physical topology::physical topology
optical wavelength::optical wavelength
wavelength routers::wavelength routers
fiber links::fiber links
communication links::communication links
optical fibers::optical fibers
node pairs::node pairs
physically connected::physically connected
large number::large number
physical fibers::physical fibers
intermediate nodes::intermediate nodes
light path::light path
end nodes::end nodes
source node::source node
destination node::destination node
cross connect::cross connect
incoming fiber::incoming fiber
outgoing fiber::outgoing fiber
digital cross::digital cross
programmable optical::programmable optical
optical switches::optical switches
optical plane::optical plane
wavelength conversion::wavelength conversion
path spans::path spans
single fiber::single fiber
light paths::light paths
basic concepts::basic concepts
end users::end users
path passing::path passing
fiber occupies::fiber occupies
previous lecture::previous lecture
wave length::wave length
length conversions::length conversions
quiet costly::quiet costly
partial wavelength::partial wavelength
wavelength midway::wavelength midway
signal midway::signal midway
routing part::routing part
assignment part::assignment part
part traffic::part traffic
traffic types::traffic types
types subjected::types subjected
specific source::specific source
source destination::source destination
destination pairs::destination pairs
quiet stable::quiet stable
centralized algorithm::centralized algorithm
algorithm kind::algorithm kind
complex situation::complex situation
traffic applied::traffic applied
static light::static light
path establishment::path establishment
dynamic light::dynamic light
technology sets::technology sets
upper limit::upper limit
unlimited number::unlimited number
signals won::signals won
signals block::signals block
source destinations::source destinations
total number::total number
wavelengths connecting::wavelengths connecting
maximum number::maximum number
minimum number::minimum number
objective functions::objective functions
loaded link::loaded link
establishment suppose::establishment suppose
first part::first part
left half::left half
physical connection::physical connection
dashed line::dashed line
path established::path established
outgoing fibers::outgoing fibers
direct light::direct light
dynamic traffic::dynamic traffic
traffic pattern::traffic pattern
communication request::communication request
incoming communication::incoming communication
communication requests::communication requests
requests accepted::requests accepted
earlier request::earlier request
rwa problem::rwa problem
algorithm exists::algorithm exists
exponential complexity::exponential complexity
difficult problem::difficult problem
exact solution::exact solution
so-called ideal::so-called ideal
ideal solution::ideal solution
optimal solution::optimal solution
good heuristics::good heuristics
good algorithm::good algorithm
shortest routes::shortest routes
basic requirement::basic requirement
good thing::good thing
future requests::future requests
possibly accommodated::possibly accommodated
fixed paths::fixed paths
fixed alternate::fixed alternate
alternate routing::alternate routing
meaning multiple::meaning multiple
multiple predefined::multiple predefined
predefined paths::predefined paths
shortest path::shortest path
loaded path::loaded path
congested path::congested path
adaptive routing::adaptive routing
routing techniques::routing techniques
suitable path::suitable path
path depending::path depending
current situation::current situation
wavelengths affect::wavelengths affect
shortest route::shortest route
worst case::worst case
earlier assignments::earlier assignments
free wavelengths::free wavelengths
assignment problem::assignment problem
problem arises::problem arises
wavelength continuity::wavelength continuity
continuity constraint::continuity constraint
first fit::first fit
routing path::routing path
first wavelength::first wavelength
path request::path request
good points::good points
good utilization::good utilization
fit algorithm::fit algorithm
optimal algorithm::optimal algorithm
good results::good results
bad results::bad results
opposite effect::opposite effect
alternative path::alternative path
first instance::first instance
wavelength assignments::wavelength assignments
wavelength routing::wavelength routing
circuit switch::circuit switch
switch network::switch network
packet switch::packet switch
switch networks::switch networks
telephone circuits::telephone circuits
circuit switches::circuit switches
continuous circuit::continuous circuit
essential circuit::essential circuit
circuit switching::circuit switching
technology constraints::technology constraints
high constraint::high constraint
inherent advantages::inherent advantages
qos guarantee::qos guarantee
fixed bandwidth::fixed bandwidth
bandwidth reservation::bandwidth reservation
long circuit::long circuit
circuit set-up::circuit set-up
source sends::source sends
local switches::local switches
communication takes::communication takes
high-speed communication::high-speed communication
dynamic fashion::dynamic fashion
huge capacity::huge capacity
nodes communicating::nodes communicating
gross underutilization::gross underutilization
proper traffic::proper traffic
traffic grooming::traffic grooming
backbone network::backbone network
wdm systems::wdm systems
backbone networks::backbone networks
edge routers::edge routers
high amount::high amount
edge router::edge router
good traffic::good traffic
traffic roaming::traffic roaming
high efficiency::high efficiency
single users::single users
switching versus::switching versus
versus packet::versus packet
packet switching::packet switching
switching part::switching part
bursty traffic::bursty traffic
telephone traffic::telephone traffic
bell telephones::bell telephones
telephones people::telephones people
people talk::people talk
poisson distribution::poisson distribution
exponential inter::exponential inter
inter arrival::inter arrival
well-behaved kind::well-behaved kind
recent years::recent years
voice traffic::voice traffic
data traffic::data traffic
complicated kind::complicated kind
complex kinds::complex kinds
wasted bandwidth::wasted bandwidth
low traffic::low traffic
traffic periods::traffic periods
frequent set::frequent set
path specific::path specific
specific pros::specific pros
coarse granularity::coarse granularity
discussed i.e::discussed i.e
limited number::limited number
paths inside::paths inside
millisecond kind::millisecond kind
optical burst::optical burst
burst switching::burst switching
doing circuit::doing circuit
packet route::packet route
small kinds::small kinds
packets doing::packets doing
optical level::optical level
quick comparison::quick comparison
electronic versus::electronic versus
optical switching::optical switching
switching data::switching data
electronic switch::electronic switch
digital switching::digital switching
switching fabrics::switching fabrics
converts data::converts data
electronic switching::electronic switching
high speeds::high speeds
speed requirement::speed requirement
requirement increases::requirement increases
photonic switching::photonic switching
optical domain::optical domain
status quo::status quo
traffic growth::traffic growth
computing domain::computing domain
half years::half years
long range::long range
computational speed::computational speed
communication speed::communication speed
electronic processing::electronic processing
electronic mux::electronic mux
space power::space power
power consumption::power consumption
heat dissipation::heat dissipation
modulation system::modulation system
multiplexing system::multiplexing system
electronic components::electronic components
technology moves::technology moves
cost factor::cost factor
cost including::cost including
including wdm::including wdm
wdm system::wdm system
dominant factor::dominant factor
factor oeo::factor oeo
dominant cost::dominant cost
low cost::low cost
high capacity::high capacity
bit rate::bit rate
optical transmission::optical transmission
future proof::future proof
intermediate node::intermediate node
optical switch::optical switch
performance monitoring::performance monitoring
means addresses::means addresses
fixed length::fixed length
statistical multiplexing::statistical multiplexing
set-up delay::set-up delay
statistical sharing::statistical sharing
link bandwidth::link bandwidth
bandwidth usage::bandwidth usage
coming packet::coming packet
forward paradigm::forward paradigm
bandwidth efficient::bandwidth efficient
packet core::packet core
metro networks::metro networks
optical buses::optical buses
passive star::passive star
star couplers::star couplers
sonet wdm::sonet wdm
wdm rings::wdm rings
token rings::token rings
switched networks::switched networks
gigabit ethernet::gigabit ethernet
wan side::wan side
virtual topology::virtual topology
leased lines::leased lines
means circuits::means circuits
technology drivers::technology drivers
explosive traffic::explosive traffic
increase bandwidth::increase bandwidth
bandwidth efficiency::bandwidth efficiency
fixed light::fixed light
path kind::path kind
simplify network::simplify network
network control::network control
bandwidth today::bandwidth today
simple text::simple text
download songs::download songs
entire videos::entire videos
bandwidth intensive::bandwidth intensive
intensive applications::intensive applications
bring lot::bring lot
high bandwidth::high bandwidth
addictive drug::addictive drug
view expenditure::view expenditure
expenditure rate::expenditure rate
revenue growth::revenue growth
longer-term equipment::longer-term equipment
equipment investment::equipment investment
traffic explosion::traffic explosion
invest today::invest today
efficient solutions::efficient solutions
infrastructure existing::infrastructure existing
existing today::existing today
optical packet::optical packet
optical buffer::optical buffer
light pulse::light pulse
good buffer::good buffer
fiber delay::fiber delay
delay lines::delay lines
good stuff::good stuff
delay line::delay line
severe limitations::severe limitations
deterministic delays::deterministic delays
delays store::delays store
feedback fdls::feedback fdls
fdls lead::fdls lead
fixed packet::fixed packet
packet length::packet length
synchronous switching::synchronous switching
simple store::simple store
tight coupling::tight coupling
payload requires::payload requires
requires stringent::requires stringent
stringent synchronization::stringent synchronization
variable length::variable length
length payload::length payload
payload means::payload means
good aspect::good aspect
destination pair::destination pair
essential approach::essential approach
control packet::control packet
reserves bandwidth::reserves bandwidth
data reserves::data reserves
temporary light::temporary light
original problem::original problem
burst assembly::burst assembly
source side::source side
client data::client data
reservation protocol::reservation protocol
cross connects::cross connects
dedicated control::dedicated control
control channel::control channel
band signaling::band signaling
control packets::control packets
oeo conversions::oeo conversions
photonic burst::photonic burst
fabric inside::fabric inside
packet processing::packet processing
fabric control::fabric control
control part::control part
assembly queues::assembly queues
egress nodes::egress nodes
atm cell::atm cell
sonet frame::sonet frame
sending things::sending things
care intermediate::care intermediate
intermediate optics::intermediate optics
packet purpose::packet purpose
length threshold::length threshold
threshold reached::threshold reached
packets frames::packets frames
sonet frames::sonet frames
separate control::separate control
control plane::control plane
packet frames::packet frames
feed backward::feed backward
optical ram::optical ram
limited delay::limited delay
buffer functions::buffer functions
fdl units::fdl units
affect signal::affect signal
signal quality::signal quality
active area::active area
simple scheme::simple scheme
intervening nodes::intervening nodes
line required::line required
burst length::burst length
length info::length info
delayed reservation::delayed reservation
intelligent efficient::intelligent efficient
efficient allocation::efficient allocation
optical nodes::optical nodes
oeo node::oeo node
electrical conversion::electrical conversion
switch configuration::switch configuration
burst arrives::burst arrives
spent delta::spent delta
delta amount::delta amount
switch fabric::switch fabric
fabric depending::fabric depending
programming switching::programming switching
switching paradigm::switching paradigm
existing technologies::existing technologies
end-all kind::end-all kind
solution obs::solution obs
adopting obs::adopting obs
evolutionary process::evolutionary process
entire network::entire network
smooth fashion::smooth fashion
promising approach::promising approach
switching path::switching path
path routing::path routing
sonet infrastructure::sonet infrastructure
fiber optics::fiber optics
means packet::means packet
packet oriented::packet oriented
oriented fiber::oriented fiber
optic infrastructures::optic infrastructures
large routers::large routers
inherent capacity::inherent capacity
fault recovery::fault recovery
optical network::optical network
handle faults::handle faults
network fails::network fails
fiber infrastructure::fiber infrastructure
preview computer::preview computer
restoration mechanisms::restoration mechanisms
general outline::general outline
optic line::optic line
power failures::power failures
important places::important places
network connects::network connects
grave consequences::grave consequences
service provider::service provider
provider attempts::provider attempts
high level::high level
real life::real life
redundant capacity::redundant capacity
achieve protection::achieve protection
path protection::path protection
node graph::node graph
dash line::dash line
primary path::primary path
primary connection::primary connection
backup route::backup route
backup link::backup link
secondary path::secondary path
path fails::path fails
backup path::backup path
dedicated link::dedicated link
link protection::link protection
shared link::shared link
node fails::node fails
path switching::path switching
line switching::line switching
coarse scheme::coarse scheme
finer scheme::finer scheme
span protection::span protection
line protection::line protection
mesh networks::mesh networks
edge connected::edge connected
connected disjoint::connected disjoint
disjoint paths::disjoint paths
single edge::single edge
edge failure::edge failure
ring simple::ring simple
simple minded::simple minded
minded scheme::minded scheme
edge node::edge node
pair wise::pair wise
edge disjoint::edge disjoint
difficult provisioning::difficult provisioning
protection cycles::protection cycles
mesh net::mesh net
network failure::network failure
data loss::data loss
prevent lot::prevent lot
transport level::transport level
low physical::low physical
physical level::physical level
data link::data link
link layer::link layer
network layer::network layer
transport layer::transport layer
protection mechanism::protection mechanism
higher level::higher level
small amount::small amount
tight case::tight case
physical layer::physical layer
end user::end user
application layer::application layer
general goal::general goal
reliable communication::reliable communication
communication service::communication service
primary mechanism::primary mechanism
secondary mechanism::secondary mechanism
efficient routes::efficient routes
additional resilience::additional resilience
fast protection::fast protection
client layer::client layer
higher layer::higher layer
bottom layer::bottom layer
switching technologies::switching technologies
implement protection::implement protection
dedicated hardware::dedicated hardware
hardware protection::hardware protection
low priority::low priority
priority traffic::priority traffic
traffic supported::traffic supported
protection bandwidth::protection bandwidth
protection capability::protection capability
redundant link::redundant link
normal circumstances::normal circumstances
providing protection::providing protection
mesh topologies::mesh topologies
signaling mechanism::signaling mechanism
preplanned routes::preplanned routes
point-to-point link::point-to-point link
discussed sonet::discussed sonet
sonet gear::sonet gear
touching rings::touching rings
telecom people::telecom people
people put::people put
sonet rings::sonet rings
optic networks::optic networks
geographical area::geographical area
area ring::area ring
feasible due::feasible due
connected graph::connected graph
proper protection::proper protection
biconnected graph::biconnected graph
alternatives paths::alternatives paths
give protection::give protection
protection giving::protection giving
giving protection::giving protection
important consideration::important consideration
important considerations::important considerations
routing tables::routing tables
precomputed routes::precomputed routes
date topology::date topology
topology maps::topology maps
dynamic thing::dynamic thing
distributed fashion::distributed fashion
failure modes::failure modes
node failure::node failure
ring networks::ring networks
ring failures::ring failures
6-node graph::6-node graph
extra bandwidth::extra bandwidth
bandwidth capacity::bandwidth capacity
dedicated path::dedicated path
shared path::shared path
protection dedicated::protection dedicated
equal power::equal power
switch determines::switch determines
protection link::protection link
hot redundancy::hot redundancy
redundant source::redundant source
destination side::destination side
alternate path::alternate path
dedicate path::dedicate path
dedicated alternative::dedicated alternative
shared mode::shared mode
mode protection::mode protection
working fiber::working fiber
protection fiber::protection fiber
hot standby::hot standby
destination switch::destination switch
final destination::final destination
protection line::protection line
normal mode::normal mode
bigger switch::bigger switch
input port::input port
single link::single link
link fails::link fails
working fibers::working fibers
priority data::priority data
important traffic::important traffic
link failure::link failure
link level::link level
good idea::good idea
coarser scheme::coarser scheme
protection span::protection span
connected i.e::connected i.e
mesh network::mesh network
edge disjointed::edge disjointed
extra provisioning::extra provisioning
path layer::path layer
mesh protection::mesh protection
single unit::single unit
pre-computed routes::pre-computed routes
routes means::routes means
alternative routes::alternative routes
protection route::protection route
costly alternative::costly alternative
on-the-fly route::on-the-fly route
route computation::route computation
centralized route::centralized route
coordination route::coordination route
distributed route::distributed route
route computations::route computations
normal operation::normal operation
entire path::entire path
pre-computed path::pre-computed path
node coming::node coming
entire length::entire length
local nodes::local nodes
slight diversion::slight diversion
in-between breaks::in-between breaks
form cycles::form cycles
protection edge::protection edge
working edge::working edge
protection fibers::protection fibers
solid lines::solid lines
dashed lines::dashed lines
partially protected::partially protected
unidirectional light::unidirectional light
doing line::doing line
local decision::local decision
global picture::global picture
small graph::small graph
entire global::entire global
global pictures::global pictures
erroneous connection::erroneous connection
adjacent nodes::adjacent nodes
so-called race::so-called race
race condition::race condition
local decisions::local decisions
funny situation::funny situation
invoke line::invoke line
protection independently::protection independently
actual failure::actual failure
independent actions::independent actions
race conditions::race conditions
restoration protection::restoration protection
extra process::extra process
important part::important part
sonet ring::sonet ring
layer protocols::layer protocols
link faults::link faults
multiple link::multiple link
funny things::funny things
inefficient usage::inefficient usage
dedicated protection::dedicated protection
path restoration::path restoration
link restoration::link restoration
current actual::current actual
actual situation::actual situation
keeping track::keeping track
present situation::present situation
original service::original service
software parts::software parts
software aspect::software aspect
failed link::failed link
restoration path::restoration path
restoration means::restoration means
multiplex element::multiplex element
element faults::element faults
exchange information::exchange information
efficient usage::efficient usage
reserve resources::reserve resources
main difference::main difference
two route::two route
dynamically computed::dynamically computed
computed resource::computed resource
resource efficiency::resource efficiency
comparatively high::comparatively high
longer reliability::longer reliability
single fault::single fault
multiple faults::multiple faults
global view::global view
handle multiple::handle multiple
faults implementation::faults implementation
physical links::physical links
virtual wavelength::virtual wavelength
wavelength paths::wavelength paths
resource reservation::resource reservation
forward reservation::forward reservation
backward reservation::backward reservation
all-important topic::all-important topic
fault management::fault management
common kind::common kind
chief attractions::chief attractions
ring topology::ring topology
redundancy in-built::redundancy in-built
unidirectional path::unidirectional path
path switch::path switch
switch rings::switch rings
bidirectional line::bidirectional line
line switch::line switch
fiber working::fiber working
counter clockwise::counter clockwise
clockwise direction::clockwise direction
fiber part::fiber part
outer ring::outer ring
protection purpose::protection purpose
protection path::protection path
path switched::path switched
switched ring::switched ring
fiber capacity::fiber capacity
wrong direction::wrong direction
side things::side things
reuse fiber::reuse fiber
unidirectional ring::unidirectional ring
bidirectional sonet::bidirectional sonet
sonet sdh::sonet sdh
sdh connection::sdh connection
previous picture::previous picture
entire ring::entire ring
lower-speed access::lower-speed access
access networks::access networks
bidirectional lines::bidirectional lines
line switched::line switched
switched rings::switched rings
spatial reuse::spatial reuse
reuse capabilities::reuse capabilities
additional protection::additional protection
protection mechanisms::protection mechanisms
adopts span::adopts span
four-fiber bidirectional::four-fiber bidirectional
four-fiber system::four-fiber system
bidirectional traffic::bidirectional traffic
traffic supports::traffic supports
alternative span::alternative span
line fails::line fails
alternative line::alternative line
two-fiber version::two-fiber version
opposite directions::opposite directions
line failure::line failure
bidirectional thing::bidirectional thing
healing rings::healing rings
local action::local action
working span::working span
protection side::protection side
heal automatically::heal automatically
entire thing::entire thing
fiber pairs::fiber pairs
transmission receiver::transmission receiver
receiver pair::receiver pair
production capacity::production capacity
working capacity::working capacity
capacity link::capacity link
direction node::direction node
protection restoration::protection restoration
restoration speed::restoration speed
node complexity::node complexity
dual homing::dual homing
dual home::dual home
independent paths::independent paths
handle hub::handle hub
end node::end node
hubs fails::hubs fails
network consists::network consists
mechanism built::mechanism built
wdm link::wdm link
link carrying::link carrying
carrying sonet::carrying sonet
sonet traffic::sonet traffic
sonet adm::sonet adm
fiber pair::fiber pair
simplex line::simplex line
protected scheme::protected scheme
virtual links::virtual links
electronic layer::electronic layer
sonet lte::sonet lte
sonet line::sonet line
terminal equipment::terminal equipment
multiple protections::multiple protections
multiple layers::multiple layers
protection unnecessarily::protection unnecessarily
layer protection::layer protection
efficiency limitation::efficiency limitation
protects traffic::protects traffic
client layers::client layers
wavelength path::wavelength path
path selection::path selection
independent light::independent light
protection kind::protection kind
receiver chooses::receiver chooses
destination switches::destination switches
operational link::operational link
operational light::operational light
revertive switching::revertive switching
original link::original link
essential idea::essential idea
entire fibers::entire fibers
failure occurs::failure occurs
lecture lecture::lecture lecture
multiple access::multiple access
access good::access good
osi stack::osi stack
presentation session::presentation session
session transport::session transport
transport network::transport network
network link::network link
hired layers::hired layers
lecture onwards::lecture onwards
medium access::medium access
competing request::competing request
request request::request request
contention meaning::contention meaning
access control::access control
control protocol::control protocol
committing request::committing request
link link::link link
computers routers::computers routers
routers switches::routers switches
networking nodes::networking nodes
cable copper::cable copper
shared medium::shared medium
free space::free space
reliable transfer::reliable transfer
space transmission::space transmission
taking place::taking place
contention based::contention based
slotted aloha::slotted aloha
satellite communication::satellite communication
carrier sense::carrier sense
sense multiple::sense multiple
collision detection::collision detection
carrier science::carrier science
science multiple::science multiple
collision avoidance::collision avoidance
aloha slotted::aloha slotted
satellite csma::satellite csma
csma csma::csma csma
specifically csma::specifically csma
cellular communication::cellular communication
based mac::based mac
round robin::round robin
based protocols::based protocols
token bus::token bus
computer science::computer science
day today::day today
higher layers::higher layers
competing requests::competing requests
copper cable::copper cable
contention bus::contention bus
sub layers::sub layers
logical link::logical link
link control::link control
control protocols::control protocols
shared network::shared network
network environment::network environment
receive receiving::receive receiving
exchange messages::exchange messages
sense sharing::sense sharing
division multiplexing::division multiplexing
frequency division::frequency division
division multiple::division multiple
multiple axis::multiple axis
multiplexing case::multiplexing case
point-to-point links::point-to-point links
dial-up access::dial-up access
ethernet switch::ethernet switch
traditional ethernet::traditional ethernet
hfc hfc::hfc hfc
hybrid fiber::hybrid fiber
upstream traffic::upstream traffic
wireless standard::wireless standard
separate lecture::separate lecture
wireless networking::wireless networking
networking wireless::networking wireless
electromagnetic field::electromagnetic field
broadcast channel::broadcast channel
simultaneous transmissions::simultaneous transmissions
access protocol::access protocol
distributed algorithm::distributed algorithm
nodes share::nodes share
share channels::share channels
transmit communication::transmit communication
channel sharing::channel sharing
in-band control::in-band control
wireless network::wireless network
control purpose::control purpose
competing nodes::competing nodes
transmit data::transmit data
centralized approaches::centralized approaches
centralized approach::centralized approach
grants access::grants access
greater control::greater control
higher priority::higher priority
takes note::takes note
single point::single point
big problem::big problem
centralized system::centralized system
system fails::system fails
performance bottleneck::performance bottleneck
computational capacity::computational capacity
control mechanism::control mechanism
decentralized schemes::decentralized schemes
run mac::run mac
decentralized scheme::decentralized scheme
mac protocols::mac protocols
robin mac::robin mac
station takes::station takes
robin fashion::robin fashion
protocols based::protocols based
token ring::token ring
ring control::ring control
station relinquishes::station relinquishes
extended period::extended period
good scheme::good scheme
scheduled access::scheduled access
access macs::access macs
station reserve::station reserve
reserve slots::reserve slots
multiple slots::multiple slots
extended transmissions::extended transmissions
stream traffic::stream traffic
handle issues::handle issues
access mac::access mac
based macs::based macs
contention means::contention means
control stations::control stations
heavy load::heavy load
satellite communications::satellite communications
means nodes::means nodes
long period::long period
macs round::macs round
bus type::bus type
type bus::type bus
communication channel::communication channel
coaxial cable::coaxial cable
mac protocol::mac protocol
ieee standard::ieee standard
standard number::standard number
type topologies::type topologies
robin techniques::robin techniques
techniques token::techniques token
ring type::ring type
type topology::type topology
number fddi::number fddi
scheduled approaches::scheduled approaches
distributed queue::distributed queue
dual bus::dual bus
maximum limit::maximum limit
optical cable::optical cable
maximum rate::maximum rate
technology permits::technology permits
average rate::average rate
ideal multiple::ideal multiple
theoretical rate::theoretical rate
fully decentralized::fully decentralized
special node::special node
coordinate transmissions::coordinate transmissions
single nodes::single nodes
distributed system::distributed system
multiple accesses::multiple accesses
code division::code division
access frequency::access frequency
fdma fdma::fdma fdma
channel spectrum::channel spectrum
frequency band::frequency band
fixed frequency::fixed frequency
band unused::band unused
unused transmission::unused transmission
frequency bands::frequency bands
sitting idle::sitting idle
data networks::data networks
net traffic::net traffic
means people::means people
short amount::short amount
sits idle::sits idle
radio stations::radio stations
radio frequency::radio frequency
frequency transmission::frequency transmission
fixed channels::fixed channels
stations lan::stations lan
frequency means::frequency means
single frequency::single frequency
band kind::band kind
single tone::single tone
traditional radio::traditional radio
first generation::first generation
generation cellular::generation cellular
dynamic coordination::dynamic coordination
absolutely distributed::absolutely distributed
distributed disadvantage::distributed disadvantage
channel load::channel load
wdma wdma::wdma wdma
wdma means::wdma means
means wavelength::means wavelength
wavelength division::wavelength division
point suppose::point suppose
fiber link::fiber link
narrow channel::narrow channel
wide channel::wide channel
sending data::sending data
data frames::data frames
repeat endlessly::repeat endlessly
endlessly slot::endlessly slot
separate slots::separate slots
fixed wavelength::fixed wavelength
wavelength receiver::wavelength receiver
control channels::control channels
tunable transmitter::tunable transmitter
wavelength transmitter::wavelength transmitter
outputting data::outputting data
frames suppose::frames suppose
wavelength assigned::wavelength assigned
data frame::data frame
tunable receiver::tunable receiver
data transmitter::data transmitter
data channels::data channels
special slot::special slot
connection oriented::connection oriented
oriented channel::oriented channel
data channel::data channel
status slot::status slot
free control::free control
channel slots::channel slots
stations grab::stations grab
control slots::control slots
control slot::control slot
chance simultaneously::chance simultaneously
put things::put things
random amount::random amount
random number::random number
number generated::number generated
shorter waiting::shorter waiting
two-way communication::two-way communication
variable bit::variable bit
rate traffic::rate traffic
division multiplex::division multiplex
multiplex fashion::multiplex fashion
physical wires::physical wires
synchronizing behavior::synchronizing behavior
behavior breaks::behavior breaks
precise slots::precise slots
additional trouble::additional trouble
clocks synchronize::clocks synchronize
basic approach::basic approach
enables access::enables access
length slots::length slots
packet transmission::packet transmission
unused slots::unused slots
frames sequence::frames sequence
tdma system::tdma system
entire spectrum::entire spectrum
high rate::high rate
