peter baer galvin::peter baer galvin
operating-system design::operating-system design
design goals::design goals
requirements define::requirements define
define properties::define properties
finished system::finished system
first step::first step
large complex::large complex
complex system::complex system
user requirements::user requirements
users care::users care
commonly understood::commonly understood
understood vernacular::understood vernacular
implementation details::implementation details
product description::product description
sales brochure::sales brochure
shrink-wrapped box::shrink-wrapped box
system requirements::system requirements
implementation specifics::implementation specifics
performance requirements::performance requirements
compatibility constraints::compatibility constraints
standards compliance::standards compliance
requirements serve::requirements serve
planned scope::planned scope
single user::single user
specialized system::specialized system
general purpose::general purpose
policies determine::policies determine
done mechanisms::done mechanisms
mechanisms determine::mechanisms determine
adjusting parameters::adjusting parameters
configuration files::configuration files
relative priority::relative priority
background versus::background versus
versus foreground::versus foreground
foreground tasks::foreground tasks
assembly language::assembly language
direct control::direct control
hardware-related issues::hardware-related issues
recent advances::recent advances
compiler efficiencies::compiler efficiencies
critical sections::critical sections
target hardware::target hardware
real hardware::real hardware
suitable platform::suitable platform
e.g smart::e.g smart
game consoles::game consoles
similar devices::similar devices
efficient performance::efficient performance
separate subsystems::separate subsystems
defined tasks::defined tasks
performance characteristics::performance characteristics
architectural configurations::architectural configurations
simple structure::simple structure
short amount::short amount
modern software::modern software
software engineering::software engineering
engineering techniques::engineering techniques
original expectations::original expectations
kernel modes::kernel modes
programs direct::programs direct
direct access::direct access
underlying hardware::underlying hardware
user versus::user versus
versus kernel::versus kernel
chip set::chip set
ms-dos layer::ms-dos layer
layer structure::layer structure
original unix::original unix
layered approach::layered approach
big layer::big layer
layered subsystems::layered subsystems
traditional unix::traditional unix
system structure::system structure
smaller layers::smaller layers
services provided::services provided
lower layer::lower layer
lower layers::lower layers
proper services::proper services
higher layer::higher layer
chicken-and-egg situations::chicken-and-egg situations
layered approaches::layered approaches
significant processing::significant processing
step figure::step figure
layered operating::layered operating
basic idea::basic idea
micro kernels::micro kernels
non-essential services::non-essential services
microkernels provide::microkernels provide
basic process::basic process
system expansion::system expansion
major component::major component
mac osx::mac osx
performance problems::performance problems
improved performance::improved performance
systems figure::systems figure
typical microkernel::typical microkernel
small core::small core
core kernel::core kernel
solaris structure::solaris structure
multiple intermediary::multiple intermediary
intermediary layers::intermediary layers
chicken-and-egg problems::chicken-and-egg problems
implement message::implement message
directly figure::directly figure
loadable modules::loadable modules
hybrid systems::hybrid systems
max osx::max osx
osx architecture::osx architecture
architecture relies::architecture relies
mach microkernel::mach microkernel
basic system::basic system
management services::management services
bsd kernel::bsd kernel
services application::services application
application services::application services
kernel extensions::kernel extensions
ios operating::ios operating
touchscreen interface::touchscreen interface
small screens::small screens
android smartphones::android smartphones
open handset::open handset
handset alliance::handset alliance
primarily google::primarily google
android includes::android includes
includes versions::includes versions
small platforms::small platforms
android apps::android apps
special java-for-android::special java-for-android
java-for-android development::java-for-android development
development environment::development environment
environment figure::environment figure
operating-system debugging::operating-system debugging
first place::first place
error discovery::error discovery
performance tuning::performance tuning
failure analysis::failure analysis
executed stepwise::executed stepwise
execution progresses::execution progresses
document program::document program
produce statistics::produce statistics
ordinary process::ordinary process
process crashes::process crashes
memory dump::memory dump
disk file::disk file
include debugging::include debugging
debugging information::debugging information
performance hit::performance hit
work done::work done
error occurred::error occurred
direct disk-access::direct disk-access
disk-access routines::disk-access routines
crash dump::crash dump
ordinary file::ordinary file
kernel crash::kernel crash
unallocated portion::unallocated portion
disk reserved::disk reserved
requires monitoring::requires monitoring
monitoring system::monitoring system
important events::important events
log files::log files
provide utilities::provide utilities
report system::report system
system status::system status
provide monitoring::provide monitoring
monitoring support::monitoring support
support figure::support figure
windows task::windows task
task manager::task manager
special facility::special facility
dtrace adds::dtrace adds
probe consumers::probe consumers
dtrace facility::dtrace facility
proportional impact::proportional impact
ioctl system::ioctl system
probe code::probe code
loops allowed::loops allowed
probe fires::probe fires
enabling control::enabling control
control blocks::control blocks
if-then block::if-then block
consumer terminates::consumer terminates
ecbs remain::ecbs remain
code monitors::code monitors
process running::process running
on-cpu uid::on-cpu uid
off-cpu self::off-cpu self-
critical kernel::critical kernel
similar utilities::similar utilities
operating-system generation::operating-system generation
specific site::specific site
variable parameters::variable parameters
initial installation::initial installation
additional resources::additional resources
tune performance::tune performance
optional characteristics::optional characteristics
device-specific characteristics::device-specific characteristics
open file::open file
file table::file table
process scheduling::process scheduling
disk scheduling::disk scheduling
scheduling algorithms::scheduling algorithms
process table::process table
commonly configuration::commonly configuration
configuration tables::configuration tables
tables determine::tables determine
key important::key important
important parameters::important parameters
complicated makefiles::complicated makefiles
interactive configuration::interactive configuration
configuration programs::configuration programs
system configuration::system configuration
table data::table data
editing data::editing data
data tables::data tables
systems provide::systems provide
alternate kernels::alternate kernels
system boot::system boot
general approach::general approach
system powers::system powers
program counter::program counter
system begins::system begins
executing instructions::executing instructions
instructions found::instructions found
address points::address points
program located::program located
rom chips::rom chips
eprom chips::eprom chips
rom bootstrap::rom bootstrap
runs hardware::runs hardware
hardware checks::hardware checks
physical resources::physical resources
controller cards::controller cards
on-board diagnostics::on-board diagnostics
special key::special key
post process::post process
rom bios::rom bios
bios configuration::bios configuration
configuration utility::configuration utility
hardware parameters::hardware parameters
restrict access::restrict access
provide access::provide access
additional configuration::additional configuration
configuration setup::configuration setup
setup programs::setup programs
raid disk::raid disk
disk controller::disk controller
special graphics::special graphics
networking cards::networking cards
non-volatile storage::non-volatile storage
storage device::storage device
floppy drive::floppy drive
secondary hard::secondary hard
first sector::first sector
fdisk table::fdisk table
physical hard::physical hard
logical partitions::logical partitions
partition starts::partition starts
small amount::small amount
system code::system code
first disk::first disk
disk block::disk block
bootstrap code::bootstrap code
first part::first part
larger boot::larger boot
boot program::boot program
single-boot system::single-boot system
program loaded::program loaded
hard disk::hard disk
multiple kernels::multiple kernels
earlier steps::earlier steps
multiple-boot systems::multiple-boot systems
default choice::default choice
boot loader::boot loader
chosen single-boot::chosen single-boot
previous bullet::previous bullet
bullet point::bullet point
single-user mode::single-user mode
maintenance mode::maintenance mode
mode launches::mode launches
primary log::primary log
system maintenance::system maintenance
system enters::system enters
full multi-user::full multi-user
multi-tasking mode::multi-tasking mode
examines configuration::examines configuration
spawns login::spawns login
login programs::login programs
login devices::login devices
enable user::enable user
user logins::user logins
getty program::getty program
program initializes::program initializes
login prompt::login prompt
accepts login::accepts login
login names::login names
system files::system files
shell program::shell program
user configuration::user configuration
issue prompts::issue prompts
user commands::user commands
shell dies::shell dies
terminal device::terminal device
9th edition::9th edition
independent hardware::independent hardware
oses running::oses running
physical hardware::physical hardware
multiple platforms::multiple platforms
obvious difficulty::obvious difficulty
difficulty involves::difficulty involves
separate smaller::separate smaller
virtual disks::virtual disks
system models::system models
nonvirtual machine::nonvirtual machine
ibm mainframes::ibm mainframes
offering protection::offering protection
security benefits::security benefits
full access::full access
users operating::users operating
real machine::real machine
product development::product development
multiple oses::multiple oses
entire virtual::entire virtual
program written::program written
unix machine::unix machine
dos emulator::dos emulator
run dos::run dos
dos programs::dos programs
emulators tend::emulators tend
guest program::guest program
guest programs::guest programs
zone system::zone system
low-level hardware::low-level hardware
isolated system::isolated system
solaris system::solaris system
operating space::operating space
additional zones::additional zones
zones running::zones running
small virtualization::small virtualization
virtualization layer::virtualization layer
layer figure::layer figure
running kernels::running kernels
loaded oses::loaded oses
kernel system::kernel system
true kernel::true kernel
increased levels::increased levels
virtual devices::virtual devices
real devices::real devices
physical disks::physical disks
hardware platform::hardware platform
simultaneous operation::simultaneous operation
multiple windows::multiple windows
linux oses::linux oses
vmware workstation::vmware workstation
workstation architecture::workstation architecture
platform independent::platform independent
running java::running java
java source::java source
java byte::java byte
byte code::byte code
.class files::.class files
files java::files java
binary instructions::binary instructions
jvm implements::jvm implements
implements memory::implements memory
garbage collection::garbage collection
native system::native system
system binary::system binary
binary code::binary code
native machine::native machine
machine binary::machine binary
java interpreter::java interpreter
native binary::native binary
hardware chips::hardware chips
run java::run java
interesting application::interesting application
.net framework::.net framework
compiling code::compiling code
intermediary virtual::intermediary virtual
common language::common language
language runtime::language runtime
jit compilation::jit compilation
introduction::introduction
references::references
abraham::abraham
silberschatz::silberschatz
greg::greg
gagne::gagne
peter::peter
baer::baer
galvin::galvin
operating::operating
system::system
concepts::concepts
ninth::ninth
edition::edition
chapter::chapter
blind::blind
men::men
elephant::elephant
systems::systems
number::number
viewpoints::viewpoints
view::view
shows::shows
complete::complete
picture::picture
views::views
pretty::pretty
good::good
users::users
applications::applications
figure::figure
abstract::abstract
components::components
computer::computer
apps::apps
serves::serves
interface::interface
services::services
manages::manages
resources::resources
government::government
model::model
nt::nt
produce::produce
debates::debates
included::included
kernel::kernel
vendor::vendor
ships::ships
distinction::distinction
3rd::3rd
party::party
user::user
computer-system::computer-system
organization::organization
parts::parts
fit::fit
modern::modern
1.2.1::1.2.1
operation::operation
bootstrap::bootstrap
program::program
shared::shared
memory::memory
cpu::cpu
i::NNP
cards::cards
slicing::slicing
multi-process::multi-process
interrupt::interrupt
handling::handling
clock::clock
implementation::implementation
calls::calls
timeline::timeline
single::single
process::process
doing::doing
output::output
1.2.2::1.2.2
storage::storage
structure::structure
main::main
ram::ram
programs::programs
loaded::loaded
run::run
instructions::instructions
data::data
fetched::fetched
registers::registers
volatile::volatile
medium::medium
size::size
speed::speed
electronic::electronic
faster::faster
smaller::smaller
expensive::expensive
bit::bit
cache::cache
non-volatile::non-volatile
permanent::permanent
slower::slower
larger::larger
disks::disks
magnetic::magnetic
optical::optical
tapes::tapes
storage-device::storage-device
hierarchy::hierarchy
1.2.3::1.2.3
i::-NONE-
typical::typical
involves::involves
requests::requests
direct::direct
access::access
dma::dma
works::works
architecture::architecture
kinds::kinds
environments::environments
1.3.1::1.3.1
single-processor::single-processor
runs::runs
specialized::specialized
processors::processors
disk::disk
controllers::controllers
gpus::gpus
1.3.2::1.3.2
multiprocessor::multiprocessor
increased::increased
throughput::throughput
execution::execution
linear::linear
speedup::speedup
economy::economy
scale::scale
peripherals::peripherals
reliability::reliability
failure::failure
slows::slows
crash::crash
redundant::redundant
processing::processing
checks::checks
balances::balances
e.g::e.g
nasa::nasa
symmetric::symmetric
multiprocessing::multiprocessing
dual-core::dual-core
design::design
two::two
cores::cores
chip::chip
1.3.3::1.3.3
clustered::clustered
independent::independent
common::common
connected::connected
high-speed::high-speed
lan::lan
working::working
special::special
considerations::considerations
required::required
distributed::distributed
lock::lock
management::management
collaboration::collaboration
protocols::protocols
general::general
operating-system::operating-system
time-sharing::time-sharing
multi-user::multi-user
multi-tasking::multi-tasking
requires::requires
job::job
scheduling::scheduling
resource::resource
allocation::allocation
strategies::strategies
swap::swap
space::space
virtual::virtual
physical::physical
file::file
protection::protection
security::security
inter-process::inter-process
communications::communications
layout::layout
multiprogramming::multiprogramming
operations::operations
interrupt-driven::interrupt-driven
nature::nature
oses::oses
erroneous::erroneous
processes::processes
disturb::disturb
1.5.1::1.5.1
dual-mode::dual-mode
multimode::multimode
mode::mode
executing::executing
harmless::harmless
code::code
a.k.a::a.k.a
supervisor::supervisor
privileged::privileged
potentially::potentially
dangerous::dangerous
machine::machine
executed::executed
entered::entered
making::making
flip::flip
switch::switch
computers::computers
support::support
hardware::hardware
transition::transition
concept::concept
modes::modes
extended::extended
requiring::requiring
cpus::cpus
virtualization::virtualization
extra::extra
bits::bits
manager::manager
vmm::vmm
control::control
privileges::privileges
ordinary::ordinary
full::full
typically::typically
implemented::implemented
form::form
software::software
interrupts::interrupts
handler::handler
transfer::transfer
part::part
switching::switching
generated::generated
additional::additional
parameters::parameters
generally::generally
passed::passed
service::service
routine::routine
handle::handle
requested::requested
call::call
attempts::attempts
execute::execute
illegal::illegal
non-existent::non-existent
forbidden::forbidden
areas::areas
generate::generate
trapped::trapped
transferred::transferred
issues::issues
error::error
message::message
possibly::possibly
dumps::dumps
log::log
core::core
analysis::analysis
terminates::terminates
offending::offending
1.5.2::1.5.2
timer::timer
begins::begins
set::set
reverts::reverts
back::back
assures::assures
instruction::instruction
responsible::responsible
tasks::tasks
creating::creating
deleting::deleting
ensuring::ensuring
receives::receives
interfering::interfering
suspending::suspending
resuming::resuming
synchronization::synchronization
communication::communication
deadlock::deadlock
keeping::keeping
track::track
blocks::blocks
determining::determining
move::move
out::out
allocating::allocating
deallocating::deallocating
needed::needed
malloc::malloc
1.8.1::1.8.1
file-system::file-system
filesystem::filesystem
files::files
directories::directories
supporting::supporting
primitives::primitives
manipulating::manipulating
open::open
flush::flush
mapping::mapping
secondary::secondary
backing::backing
stable::stable
media::media
1.8.2::1.8.2
mass-storage::mass-storage
free::free
note::note
trade-offs::trade-offs
longevity::longevity
re-writability::re-writability
mass::mass
devices::devices
including::including
floppy::floppy
hard::hard
tape::tape
drives::drives
cds::cds
dvds::dvds
1.8.3::1.8.3
caching::caching
cases::cases
higher-speed::higher-speed
temporary::temporary
frequently::frequently
portions::portions
ranges::ranges
external::external
table::table
information::information
store::store
level::level
proper::proper
choice::choice
profound::profound
impact::impact
performance::performance
read::read
migration::migration
path::path
drive::drive
finally::finally
written::written
reverse::reverse
step::step
fetch::fetch
immediately::immediately
excess::excess
order::order
satisfy::satisfy
future::future
writing::writing
small::small
amounts::amounts
buffered::buffered
fill::fill
entire::entire
block::block
device::device
chain::chain
complicated::complicated
multiple::multiple
worse::worse
important::important
ensure::ensure
reaches::reaches
up-to-date::up-to-date
copy::copy
cached::cached
1.8.4::1.8.4
subsystem::subsystem
consists::consists
memory-management::memory-management
component::component
includes::includes
buffering::buffering
spooling::spooling
device-driver::device-driver
drivers::drivers
specific::specific
unix::unix
implements::implements
interfaces::interfaces
types::types
accessing::accessing
character::character
long::long
listing::listing
first::first
position::position
field::field
numbers::numbers
major::major
minor::minor
normal::normal
signifies::signifies
driver::driver
handles::handles
parameter::parameter
accessed::accessed
options::options
differ::differ
interfere::interfere
entitled::entitled
accident::accident
faults::faults
pointer::pointer
variables::variables
misused::misused
protecting::protecting
deliberate::deliberate
attacks::attacks
legitimate::legitimate
attempting::attempting
gain::gain
unauthorized::unauthorized
attackers::attackers
damage::damage
structures::structures
1.10.4::1.10.4
bitmaps::bitmaps
string::string
boolean::boolean
state::state
collection::collection
objects::objects
pages::pages
computing::computing
1.11.1::1.11.1
traditional::traditional
1.11.2::1.11.2
mobile::mobile
handheld::handheld
smart::smart
phones::phones
tablets::tablets
opposed::opposed
laptops::laptops
fall::fall
advantage::advantage
built-in::built-in
sensors::sensors
gps::gps
tilt::tilt
compass::compass
inertial::inertial
movement::movement
connect::connect
internet::internet
wireless::wireless
networking::networking
ieee::ieee
cellular::cellular
telephone::telephone
technology::technology
limited::limited
capacity::capacity
power::power
relative::relative
consume::consume
battery::battery
heat::heat
dominant::dominant
today::today
google::google
android::android
apple::apple
ios::ios
1.11.3::1.11.3
consist::consist
heterogeneous::heterogeneous
network::network
cooperating::cooperating
fashion::fashion
networks::networks
range::range
tight::tight
lans::lans
broad::broad
reaching::reaching
wans::wans
wan::wan
wide::wide
area::area
international::international
corporation::corporation
man::man
metropolitan::metropolitan
covering::covering
region::region
city::city
local::local
home::home
business::business
single-site::single-site
university::university
campus::campus
pan::pan
personal::personal
bluetooth::bluetooth
connection::connection
phone::phone
headset::headset
car::car
speeds::speeds
throughputs::throughputs
reliabilities::reliabilities
complex::complex
well-coordinated::well-coordinated
include::include
cycles::cycles
printers::printers
1.11.4::1.11.4
client-server::client-server
defined::defined
server::server
serve::serve
clients::clients
technically::technically
servers::servers
co-exist::co-exist
act::act
client::client
served::served
day::day
graphical::graphical
displays::displays
1.11.5::1.11.5
peer-to-peer::peer-to-peer
provide::provide
clear::clear
leader::leader
employ::employ
central::central
directory::directory
location::location
searching::searching
find::find
skype::skype
locate::locate
desired::desired
peer::peer
centralized::centralized
1.11.6::1.11.6
guest::guest
machines::machines
hosted::hosted
cross-platform::cross-platform
development::development
student::student
windows::windows
based::based
root::root
crashed::crashed
underlying::underlying
unaffected::unaffected
caught::caught
translated::translated
made::made
real::real
slow::slow
things::things
depending::depending
simultaneously::simultaneously
native::native
bypassing::bypassing
vmware::vmware
linux::linux
follow::follow
steps::steps
download::download
player::player
tool::tool
http::http
install::install
choose::choose
version::version
hundreds::hundreds
images::images
boot::boot
1.11.7::1.11.7
cloud::cloud
delivers::delivers
public::public
pay::pay
private::private
company::company
internal::internal
hybrid::hybrid
saas::saas
word::word
platform::platform
paas::paas
stack::stack
application::application
database::database
infrastructure::infrastructure
iaas::iaas
backup::backup
photo::photo
providers::providers
type::type
clouds::clouds
thousands::thousands
millions::millions
petabytes::petabytes
total::total
web::web
hosting::hosting
offer::offer
1.11.8::1.11.8
real-time::real-time
embedded::embedded
automobiles::automobiles
climate::climate
toasters::toasters
refrigerators::refrigerators
involve::involve
chips::chips
generic::generic
applied::applied
task::task
current::current
price::price
plenty::plenty
powerful::powerful
simple::simple
kids::kids
toys::toys
require::require
driven::driven
response::response
critical::critical
open-source::open-source
flourish::flourish
conference::conference
held::held
uic::uic
subject::subject
libre::libre
source::source
visit::visit
published::published
sold::sold
optionally::optionally
modify::modify
developed::developed
maintained::maintained
army::army
loosely::loosely
unpaid::unpaid
programmers::programmers
critics::critics
argue::argue
buggy::buggy
proponents::proponents
counter::counter
bugs::bugs
found::found
fixed::fixed
quickly::quickly
pairs::pairs
eyes::eyes
inspecting::inspecting
studying::studying
students::students
examine::examine
change::change
re-compile::re-compile
1.12.1::1.12.1
history::history
1950s::1950s
lot::lot
companies::companies
protect::protect
privacy::privacy
sensitive::sensitive
copyright::copyright
algorithms::algorithms
richard::richard
stallman::stallman
started::started
gnu::gnu
project::project
manifesto::manifesto
arguing::arguing
founded::founded
foundation::foundation
promote::promote
fsf::fsf
license::license
essentially::essentially
states::states
rights::rights
distribute::distribute
agreement::agreement
copylefting::copylefting
1.12.2::1.12.2
linus::linus
torvalds::torvalds
finland::finland
distributions::distributions
evolved::evolved
original::original
redhat::redhat
suse::suse
fedora::fedora
debian::debian
slackware::slackware
ubuntu::ubuntu
geared::geared
group::group
end-users::end-users
1.12.3::1.12.3
bsd::bsd
originally::originally
att::att
bell::bell
labs::labs
science::science
universities::universities
california::california
berkeley::berkeley
ucb::ucb
released::released
product::product
binary::binary
source-code::source-code
format::format
spite::spite
lawsuits::lawsuits
versions::versions
netbsd::netbsd
openbsd::openbsd
dragonflybsd::dragonflybsd
located::located
mac::mac
darwin::darwin
derived::derived
1.13.4::1.13.4
solaris::solaris
sun::sun
microsystems::microsystems
migrated::migrated
systemv::systemv
basis::basis
covered::covered
copyrights::copyrights
link::link
libraries::libraries
copyrighted::copyrighted
viewing::viewing
online::online
unpack::unpack
package::package
1.13.5::1.13.5
utility::utility
gaining::gaining
rapidly::rapidly
popularity::popularity
leading::leading
ongoing::ongoing
projects::projects
involving::involving
untold::untold
sites::sites
portals::portals
summary::summary
deals::deals
structured::structured
organized::organized
choices::choices
examined::examined
compared::compared
basic::basic
popular::popular
presented::presented
means::means
issue::issue
commands::commands
command-line::command-line
csh::csh
ksh::ksh
tcsh::tcsh
gui::gui
x-windows::x-windows
kde::kde
gnome::gnome
batch::batch
command::command
older::older
punch::punch
job-control::job-control
language::language
jcl::jcl
specialty::specialty
designed::designed
purpose::purpose
load::load
terminate::terminate
abnormally::abnormally
transferring::transferring
keyboards::keyboards
terminals::terminals
manipulation::manipulation
addition::addition
raw::raw
maintaining::maintaining
subdirectory::subdirectory
names::names
providing::providing
tools::tools
navigating::navigating
utilizing::utilizing
ipc::ipc
running::running
processor::processor
separate::separate
passing::passing
detection::detection
errors::errors
detected::detected
handled::handled
appropriately::appropriately
minimum::minimum
harmful::harmful
repercussions::repercussions
avoidance::avoidance
recovery::recovery
backups::backups
raid::raid
debugging::debugging
diagnostic::diagnostic
aid::aid
administrators::administrators
tracing::tracing
problems::problems
efficient::efficient
peripheral::peripheral
managed::managed
carefully::carefully
specially::specially
tuned::tuned
customized::customized
environment::environment
accounting::accounting
activity::activity
usage::usage
billing::billing
purposes::purposes
statistical::statistical
record::record
optimize::optimize
preventing::preventing
harm::harm
wayward::wayward
malicious::malicious
outsiders::outsiders
authentication::authentication
ownership::ownership
restricted::restricted
obvious::obvious
highly::highly
secure::secure
excruciating::excruciating
detail::detail
regulation::regulation
dictate::dictate
records::records
non-erasable::non-erasable
times::times
off-site::off-site
facilities::facilities
2.2.1::2.2.1
interpreter::interpreter
request::request
launches::launches
incorporated::incorporated
directly::directly
commonly::commonly
logs::logs
accesses::accesses
shells::shells
configured::configured
launch::launch
automatically::automatically
login::login
changed::changed
fly::fly
configuration::configuration
initial::initial
settings::settings
startup::startup
functionality::functionality
terms::terms
shell::shell
launching::launching
rudimentary::rudimentary
interpretation::interpretation
script::script
programming::programming
loops::loops
decision::decision
constructs::constructs
interesting::interesting
wild::wild
card::card
naming::naming
re-direction::re-direction
details::details
launched::launched
sees::sees
list::list
filenames::filenames
dos::dos
interpret::interpret
bourne::bourne
2.2.2::2.2.2
desktop::desktop
metaphor::metaphor
folders::folders
trash::trash
cans::cans
icons::icons
represent::represent
item::item
respond::respond
icon::icon
activated::activated
early::early
xerox::xerox
parc::parc
research::research
facility::facility
front::front
end::end
activating::activating
line::line
background::background
true::true
right::right
traditionally::traditionally
provided::provided
advent::advent
osx::osx
partially::partially
mice::mice
impractical::impractical
touch-screen::touch-screen
responds::responds
patterns::patterns
swipes::swipes
gestures::gestures
keyboard::keyboard
trackball::trackball
kind::kind
built::built
touch::touch
screen::screen
ipad::ipad
touchscreen::touchscreen
2.2.3::2.2.3
individual::individual
select::select
customize::customize
ability::ability
determine::determine
starts::starts
option::option
terminal::terminal
emulator::emulator
window::window
entering::entering
scripts::scripts
assembly::assembly
optimal::optimal
illustrates::illustrates
sequence::sequence
strace::strace
examples::examples
large::large
invoked::invoked
page::page
mkdir::mkdir
temp::temp
date::date
t.t::t.t
t.2::t.2
low-level::low-level
api::api
sidebar::sidebar
apis::apis
greater::greater
portability::portability
makes::makes
lookup::lookup
numbered::numbered
shown::shown
invoking::invoking
values::values
pushed::pushed
indirectly::indirectly
address::address
register::register
categories::categories
outlined::outlined
subsections::subsections
sixth::sixth
described::described
standard::standard
library::library
2.4.1::2.4.1
abort::abort
create::create
attributes::attributes
wait::wait
event::event
signal::signal
allocate::allocate
created::created
monitored::monitored
paused::paused
resumed,and::resumed,and
eventually::eventually
stopped::stopped
pauses::pauses
stops::stops
resumed::resumed
stop::stop
compare::compare
single-tasking::single-tasking
unloads::unloads
loads::loads
transfers::transfers
resume::resume
completed::completed
ms-dos::ms-dos
remains::remains
completely::completely
resident::resident
place::place
executes::executes
fork::fork
creates::creates
exact::exact
duplicate::duplicate
clone::clone
parent::parent
cloned::cloned
child::child
unique::unique
exec::exec
replaces::replaces
waits::waits
issuing::issuing
prompt::prompt
waiting::waiting
freebsd::freebsd
2.4.2::2.4.2
delete::delete
close::close
write::write
reposition::reposition
supported::supported
actual::actual
chapters::chapters
2.4.3::2.4.3
release::release
logically::logically
attach::attach
detach::detach
partitions::partitions
2.4.4::2.4.4
maintenance::maintenance
dump::dump
pausing::pausing
debug::debug
2.4.5::2.4.5
messages::messages
status::status
remote::remote
identify::identify
host::host
communicate::communicate
establish::establish
transmit::transmit
incoming::incoming
blocking::blocking
non-blocking::non-blocking
longer::longer
threads::threads
locking::locking
mechanisms::mechanisms
restricting::restricting
simultaneous::simultaneous
dynamically::dynamically
simpler::simpler
easier::easier
inter-computer::inter-computer
approach::approach
reading::reading
2.4.6::2.4.6
controlling::controlling
adjusted::adjusted
non-priveleged::non-priveleged
granted::granted
elevated::elevated
permissions::permissions
controlled::controlled
circumstances::circumstances
concern::concern
age::age
ubiquitous::ubiquitous
connectivity::connectivity
interpreters::interpreters
utilities::utilities
ship::ship
calculators::calculators
editors::editors
notepad::notepad
debate::debate
arises::arises
border::border
non-system::non-system
divided::divided
rename::rename
print::print
manipulate::manipulate
check::check
logging::logging
registries::registries
recall::recall
modification::modification
text::text
contents::contents
programming-language::programming-language
compilers::compilers
linkers::linkers
debuggers::debuggers
profilers::profilers
assemblers::assemblers
archive::archive
languages::languages
make::make
loading::loading
loaders::loaders
dynamic::dynamic
overlay::overlay
interactive::interactive
mail::mail
browsers::browsers
logins::logins
daemons::daemons
booted::booted
schedulers::schedulers
monitoring::monitoring
copying::copying
checking::checking
determined::determined
exception::exception
user-written::user-written
2.6.1::2.6.1
goals::goals
requirements::requirements
define::define
properties::properties
finished::finished
designing::designing
features::features
care::care
understand::understand
understood::understood
vernacular::vernacular
similar::similar
description::description
sales::sales
brochure::brochure
shrink-wrapped::shrink-wrapped
box::box
developers::developers
specifics::specifics
compatibility::compatibility
constraints::constraints
standards::standards
compliance::compliance
contract::contract
customer::customer
subcontractors::subcontractors
detailed::detailed
vary::vary
greatly::greatly
planned::planned
scope::scope
2.6.2::2.6.2
policies::policies
done::done
properly::properly
separated::separated
policy::policy
easily::easily
re-writing::re-writing
adjusting::adjusting
priority::priority
versus::versus
foreground::foreground
2.6.3::2.6.3
hardware-related::hardware-related
inextricably::inextricably
tied::tied
recent::recent
advances::advances
compiler::compiler
efficiencies::efficiencies
recently::recently
sections::sections
compiled::compiled
fine-tuned::fine-tuned
optimized::optimized
hand::hand
emulators::emulators
target::target
unavailable::unavailable
suitable::suitable
game::game
consoles::consoles
partitioned::partitioned
subsystems::subsystems
inputs::inputs
outputs::outputs
characteristics::characteristics
arranged::arranged
architectural::architectural
configurations::configurations
2.7.1::2.7.1
idea::idea
big::big
short::short
amount::amount
benefit::benefit
engineering::engineering
techniques::techniques
gradually::gradually
grew::grew
exceed::exceed
expectations::expectations
break::break
allowing::allowing
layer::layer
layered::layered
breaking::breaking
2.7.2::2.7.2
layers::layers
rests::rests
relies::relies
solely::solely
lower::lower
debugged::debugged
independently::independently
assumption::assumption
trusted::trusted
deliver::deliver
problem::problem
deciding::deciding
higher::higher
chicken-and-egg::chicken-and-egg
situations::situations
arise::arise
approaches::approaches
filter::filter
significant::significant
2.7.3::2.7.3
microkernels::microkernels
micro::micro
kernels::kernels
remove::remove
non-essential::non-essential
implement::implement
enhanced::enhanced
performed::performed
expansion::expansion
adding::adding
rebuilding::rebuilding
mach::mach
widely::widely
microkernel::microkernel
forms::forms
suffered::suffered
improved::improved
moving::moving
monolithic::monolithic
qnx::qnx
2.7.4::2.7.4
modules::modules
object-oriented::object-oriented
linked::linked
module::module
contact::contact
eliminating::eliminating
intermediary::intermediary
loadable::loadable
2.7.5::2.7.5
strictly::strictly
adhere::adhere
hybrids::hybrids
2.7.5.1::2.7.5.1
max::max
extensions::extensions
rest::rest
2.7.5.2::2.7.5.2
iphones::iphones
ipads::ipads
supports::supports
graphics::graphics
screens::screens
2.7.5.3::2.7.5.3
smartphones::smartphones
handset::handset
alliance::alliance
primarily::primarily
lead::lead
java::java
platforms::platforms
java-for-android::java-for-android
kernighan::kernighan
law::law
cleverly::cleverly
definition::definition
discovery::discovery
elimination::elimination
tuning::tuning
2.8.1::2.8.1
stepwise::stepwise
examination::examination
expressions::expressions
progresses::progresses
document::document
statistics::statistics
spent::spent
lines::lines
crashes::crashes
saved::saved
work::work
reasons::reasons
hit::hit
caused::caused
unacceptable::unacceptable
single-step::single-step
people::people
occurred::occurred
file-access::file-access
disk-access::disk-access
routines::routines
practical::practical
unallocated::unallocated
portion::portion
reserved::reserved
2.8.2::2.8.2
debottlenecking::debottlenecking
events::events
analyzed::analyzed
traces::traces
evaluate::evaluate
proposed::proposed
perform::perform
workload::workload
report::report
demand::demand
top::top
uptime::uptime
2.8.3::2.8.3
dtrace::dtrace
adds::adds
probes::probes
queried::queried
probe::probe
consumers::consumers
removed::removed
proportional::proportional
trace::trace
ioctl::ioctl
safe::safe
allowed::allowed
fires::fires
enabling::enabling
ecbs::ecbs
if-then::if-then
consumer::consumer
remain::remain
