computer networks prof::computer networks prof
two and segment::two and segment
back the acknowledgement::back the acknowledgement
acknowledgement for segment::acknowledgement for segment
two and acknowledgement::two and acknowledgement
increasing quiet fast::increasing quiet fast
acknowledgements therefore cwnd::acknowledgements therefore cwnd
cwnd is increasing::cwnd is increasing
congestion avoidance phase::congestion avoidance phase
phase is started::phase is started
started if cwnd::started if cwnd
cwnd has reached::cwnd has reached
reached the slow::reached the slow
smaller than cwnd::smaller than cwnd
fraction while sending::fraction while sending
send a fraction::send a fraction
current cwnd value::current cwnd value
acknowledged that means::acknowledged that means
assume that ssthresh::assume that ssthresh
cwnd is first::cwnd is first
first increased exponentially::first increased exponentially
exponentially it reaches::exponentially it reaches
reaches the ssthresh::reaches the ssthresh
detects a packet::detects a packet
response to congestion::response to congestion
congestion ? tcp::congestion ? tcp
loss a tcp::loss a tcp
sender can detect::sender can detect
detect a lost::detect a lost
timer or receipt::timer or receipt
duplicate ack duplicate::duplicate ack duplicate
ack duplicate ack::ack duplicate ack
dropped it means::dropped it means
ways to respond::ways to respond
interprets a time-out::interprets a time-out
binary congestion signal::binary congestion signal
signal which means::signal which means
sender performs cwnd::sender performs cwnd
ssthresh is set::ssthresh is set
half the current::half the current
congestion window ssthresh::congestion window ssthresh
cwnd before sending::NNP before sending
value you divide::value you divide
two and make::two and make
value and enter::value and enter
enter the slow::enter the slow
cwnd is equal::cwnd is equal
ssthresh = advertised::ssthresh = advertised
size new acknowledgement::size new acknowledgement
cwnd < ssthresh::cwnd < ssthresh
congestion avoidance cwnd::congestion avoidance cwnd
multiplicative decrease i.e::multiplicative decrease i.e
decrease i.e ssthresh::decrease i.e ssthresh
ssthresh = cwnd::ssthresh = cwnd
plot of cwnd::plot of cwnd
flavor of tcp::flavor of tcp
increasing while things::increasing while things
things are good::things are good
acknowledgement congestion avoidance::acknowledgement congestion avoidance
avoidance that means::avoidance that means
ssthresh it increases::ssthresh it increases
slowly fast retransmit::slowly fast retransmit
retransmit in tcp::retransmit in tcp
version of tcp::version of tcp
acknowledgements in tcp::acknowledgements in tcp
receiver sends acknowledgement::receiver sends acknowledgement
control and congestion::control and congestion
control in error::control in error
send a retransmit::send a retransmit
retransmit in congestion::retransmit in congestion
control we find::control we find
find that ack::find that ack
controlling this ack::controlling this ack
sequence number expected::sequence number expected
number expected delayed::number expected delayed
expected delayed ack::expected delayed ack
receiver normally delays::receiver normally delays
packets to arrive::packets to arrive
send less number::send less number
delayed when packets::delayed when packets
out of sequence::out of sequence
out of ordinary::out of ordinary
two different paths::two different paths
delay the ack::delay the ack
ack but send::ack but send
send it immediately::send it immediately
acks are received::acks are received
tcp sender believes::tcp sender believes
lost this means::lost this means
meaning some earlier::meaning some earlier
timeout to occur::timeout to occur
performs a retransmission::performs a retransmission
segment without waiting::segment without waiting
timeout to happen::timeout to happen
enters slow start::enters slow start
start that means::start that means
means it brings::means it brings
decrease of ssthresh::decrease of ssthresh
ssthresh and sets::ssthresh and sets
sets the cwnd::sets the cwnd
recovery the slow::recovery the slow
start is avoided::start is avoided
retransmit that means::retransmit that means
fast retransmit intuition::fast retransmit intuition
retransmit intuition duplicate::retransmit intuition duplicate
intuition duplicate acks::intuition duplicate acks
duplicate acks set::duplicate acks set
acks set retransmit::acks set retransmit
set retransmit lost::set retransmit lost
retransmit lost packet::retransmit lost packet
i.e decrease ssthresh::i.e decrease ssthresh
half so ssthresh::half so ssthresh
cwnd but cwnd::-NONE- but cwnd
enter congestion avoidance::enter congestion avoidance
avoidance so increment::avoidance so increment
additional duplicate ack::additional duplicate ack
enter the congestion::enter the congestion
tune the performance::tune the performance
throughput without causing::throughput without causing
causing any congestion::causing any congestion
congestion when ack::congestion when ack
arrives that acknowledges::arrives that acknowledges
acknowledges new data::acknowledges new data
cwnd = ssthresh::cwnd = ssthresh
recovery fast recovery::recovery fast recovery
fast recovery avoids::fast recovery avoids
recovery avoids slow::recovery avoids slow
avoids slow start::avoids slow start
time-out you retransmit::time-out you retransmit
slow start tcp::slow start tcp
start tcp reno::start tcp reno
tcp reno improves::tcp reno improves
improves upon tcp::improves upon tcp
packets are dropped::packets are dropped
tcp new reno::tcp new reno
reno has problems::reno has problems
problems partial ack::problems partial ack
occurs when multiple::occurs when multiple
packets are lost::packets are lost
lost a partial::lost a partial
partial ack acknowledges::partial ack acknowledges
out of fast::out of fast
recovery the sender::recovery the sender
wait until time-out::wait until time-out
reno partial ack::reno partial ack
fast recovery partial::fast recovery partial
recovery partial ack::recovery partial ack
ack causes retransmission::ack causes retransmission
segment new reno::segment new reno
reno can deal::reno can deal
deal with multiple::deal with multiple
multiple lost segments::multiple lost segments
give an acknowledgement::give an acknowledgement
selective acknowledgement stating::selective acknowledgement stating
data that means::data that means
single segment tcp::single segment tcp
segment tcp sack::segment tcp sack
tcp sack enters::tcp sack enters
duplicate acks sender::duplicate acks sender
list of segment::list of segment
lost like fast::lost like fast
looked at tcp::looked at tcp
engineering that means::engineering that means
give a quality::give a quality
depend on traffic::depend on traffic
traffic conditioning mechanisms::traffic conditioning mechanisms
enforce that traffic::enforce that traffic
kind of specifications::kind of specifications
kinds of things::kinds of things
people may agree::people may agree
parameters but suppose::parameters but suppose
negotiated certain parameters::negotiated certain parameters
traffic that violates::traffic that violates
violates the specifications::violates the specifications
specifications the specification::specifications the specification
sender shaping means::sender shaping means
means the buffer::means the buffer
violates specifications marking::violates specifications marking
specifications marking means::specifications marking means
marking means mark::marking means mark
means mark packets::means mark packets
specification is violated::specification is violated
traffic shaping first::traffic shaping first
shaping first regulating::shaping first regulating
regulating the average::regulating the average
rate of data::rate of data
transmission allows control::transmission allows control
algorithms to work::algorithms to work
network specifically data::network specifically data
specifically data networks::specifically data networks
networks or internet::networks or internet
inherently very bursty::inherently very bursty
bursty in nature::bursty in nature
design your buffer::design your buffer
peak or doing::peak or doing
peak everything works::peak everything works
make the burstiness::make the burstiness
system will work::system will work
traffic is related::traffic is related
statistics about data::statistics about data
data transfer rates::data transfer rates
sensitivity to error::sensitivity to error
leaky bucket algorithm::leaky bucket algorithm
single server queue::single server queue
constant service rate::constant service rate
drop by drop::drop by drop
drop that means::drop that means
pumping the data::pumping the data
network the burst::network the burst
flow a steady::flow a steady
steady average kind::steady average kind
algorithm in short::algorithm in short
implemented in hardware::implemented in hardware
hardware or software::hardware or software
slots are written::slots are written
service and finds::service and finds
buffer is empty::buffer is empty
send one packet::send one packet
packet the algorithm::packet the algorithm
algorithm can work::algorithm can work
packets only problem::packets only problem
inherently bursty traffic::inherently bursty traffic
bit of burstiness::bit of burstiness
improves the throughput::improves the throughput
kinds of burstiness::kinds of burstiness
burstiness will flow::burstiness will flow
difficult to handle::difficult to handle
limits the input::limits the input
linear bounded arrival::linear bounded arrival
bounded arrival process::bounded arrival process
arrival process excess::arrival process excess
process excess traffic::process excess traffic
tokens are generated::tokens are generated
bucket the underutilized::bucket the underutilized
slots were written::slots were written
collect and accumulate::collect and accumulate
longer time average::longer time average
average is helpless::average is helpless
number of tokens::number of tokens
accumulate tokens anymore::accumulate tokens anymore
burstiness is allowed::burstiness is allowed
amount of burstiness::amount of burstiness
improve the throughput::improve the throughput
maximum a variant::maximum a variant
bytes per token::bytes per token
regulated maximum length::regulated maximum length
tokens a leaky::tokens a leaky
bucket may follow::bucket may follow
follow a token::follow a token
order to make::order to make
tokens are removed::tokens are removed
kinds of traffic::kinds of traffic
network service provider::network service provider
maximum packet size::maximum packet size
size that defines::size that defines
defines how big::defines how big
big the packet::big the packet
token bucket rate::token bucket rate
rate is token::rate is token
token bucket size::token bucket size
bucket size defines::bucket size defines
defines how burst::defines how burst
maximum transmission rate::maximum transmission rate
transmission rate tells::transmission rate tells
exact maximum transmission::exact maximum transmission
flow very sensitive::flow very sensitive
sensitive to losses::sensitive to losses
doing some file::doing some file
sending some voice::sending some voice
sensitive loss interval::sensitive loss interval
burst loss sensitivity::burst loss sensitivity
packets minimum delay::packets minimum delay
minimum delay noticed::minimum delay noticed
maximum delay variation::maximum delay variation
important for multimedia::important for multimedia
multimedia traffic quality::multimedia traffic quality
specifications of services::specifications of services
control and signaling::control and signaling
function that decides::function that decides
admit new flow::admit new flow
reject the flow::reject the flow
reservation of capacity::reservation of capacity
protocol like rsvp::protocol like rsvp
reserve the capacity::reserve the capacity
distributed admission control::distributed admission control
central admission control::central admission control
end to end::end to end
travels some reservation::travels some reservation
signal it calculates::signal it calculates
calculates the delay::calculates the delay
accept it send::accept it send
send reject message::send reject message
message to sender::message to sender
sender and release::sender and release
commit resource reservation::commit resource reservation
reservation and notify::reservation and notify
reserve and release::reserve and release
reserve one mbps::reserve one mbps
control in virtual::control in virtual
circuits one approach::circuits one approach
approach is admission::approach is admission
negotiate flow specification::negotiate flow specification
vcs are set::vcs are set
resource like buffer::resource like buffer
topic we mentioned::topic we mentioned
tcp ip source::tcp ip source
mechanism for handling::mechanism for handling
congestion each router::congestion each router
monitors each output::monitors each output
line and calculates::line and calculates
calculates the utilization::calculates the utilization
sum of current::sum of current
current and past::current and past
threshold a choke::threshold a choke
packet is tagged::packet is tagged
receiving a source::receiving a source
source choke packet::source choke packet
packet the source::packet the source
source is supposed::source is supposed
supposed to reduce::supposed to reduce
reduce the traffic::reduce the traffic
congestion is detected::congestion is detected
detected the source::detected the source
source is sort::source is sort
sort of distributed::sort of distributed
send this feedback::send this feedback
multiple choke packets::multiple choke packets
choke packets coming::choke packets coming
ripples of congestion::ripples of congestion
routers sending choke::routers sending choke
sending choke packets::sending choke packets
packets so multiple::packets so multiple
packet for high::packet for high
high speed lines::high speed lines
lot of hops::lot of hops
packets may operate::packets may operate
hop by hop::hop by hop
distributing the pressure::distributing the pressure
pressure on buffers::pressure on buffers
buffers these choke::buffers these choke
choke packets add::choke packets add
hop thus distributing::hop thus distributing
done by deciding::done by deciding
packet to send::packet to send
send on output::send on output
output interface suppose::output interface suppose
router or network::router or network
packets are coming::packets are coming
classify these packets::classify these packets
kind of services::kind of services
scheduler which schedules::scheduler which schedules
flows in general::flows in general
typical internet queuing::typical internet queuing
fifo + drop::fifo + drop
fifo ? fifo::fifo ? fifo
first in first::first in first
widely in internet::widely in internet
internet this first::internet this first
first out implies::first out implies
out implies single::out implies single
implies single class::implies single class
class of traffic::class of traffic
first for servicing::first for servicing
servicing this fifo::servicing this fifo
tail which means::tail which means
means the arriving::means the arriving
packets get dropped::packets get dropped
dropped when queue::dropped when queue
queue is full::queue is full
flow it belongs::flow it belongs
buffer is full::buffer is full
discipline and drop::discipline and drop
management this means::management this means
buffer gets full::buffer gets full
buffer management policies::buffer management policies
buffer management policy::buffer management policy
hand with hand::hand with hand
flow is convoluted::flow is convoluted
arrivals of packets::arrivals of packets
isolation between flows::isolation between flows
send more packets::send more packets
lose some packets::lose some packets
sense it favors::sense it favors
important but sends::important but sends
sends less number::sends less number
lesser service compared::lesser service compared
lots of packets::lots of packets
issue with fifo::issue with fifo
routers are forced::routers are forced
queues to maintain::queues to maintain
maintain high utilizations::maintain high utilizations
problem larger buffer::problem larger buffer
larger buffer implies::larger buffer implies
buffer implies larger::buffer implies larger
implies larger steady::implies larger steady
larger steady state::larger steady state
steady state queues::steady state queues
queues or delays::queues or delays
end hosts react::end hosts react
events because packets::events because packets
lost in bursts::lost in bursts
acting in unition::acting in unition
effect of burstiness::effect of burstiness
burstiness and synchronization::burstiness and synchronization
flows can monopolize::flows can monopolize
monopolize the queue::monopolize the queue
class may depend::class may depend
depend on explicit::depend on explicit
source or destination::source or destination
tcp port numbers::tcp port numbers
transmit a packet::transmit a packet
highest priority class::highest priority class
non empty queue::non empty queue
preemptive and non::preemptive and non
non preemptive versions::non preemptive versions
kind of scheduling::kind of scheduling
classify arriving packets::classify arriving packets
classification and packets::classification and packets
packets are transmitted::packets are transmitted
transmitted in order::transmitted in order
order to meet::order to meet
meet the qos::meet the qos
class a service::class a service
class b services::class b services
services and class::services and class
class c services::class c services
attach different priorities::attach different priorities
queues and serve::queues and serve
router must implement::router must implement
implement some queuing::implement some queuing
queuing discipline queuing::queuing discipline queuing
discipline queuing allocates::discipline queuing allocates
queuing allocates bandwidth::queuing allocates bandwidth
bandwidth and buffer::bandwidth and buffer
tells which packet::tells which packet
packet to serve::packet to serve
buffer space tells::buffer space tells
packet to drop::packet to drop
queuing also affects::queuing also affects
weighted fair queuing::weighted fair queuing
fair queuing router::fair queuing router
queuing router maintains::queuing router maintains
router maintains multiple::router maintains multiple
maintains multiple queues::maintains multiple queues
source the queues::source the queues
queues are serviced::queues are serviced
round robin fashion::round robin fashion
packets the volume::packets the volume
examined and packets::examined and packets
finishing some sources::finishing some sources
give a greater::give a greater
population is low::population is low
bits in header::bits in header
branded as cos::branded as cos
cos lower delay::cos lower delay
delay and low::delay and low
likelihood of packet::likelihood of packet
drop for high::drop for high
high end users::high end users
end users priority::end users priority
end of short::end of short
congestion control issue::congestion control issue
kinds of quality::kinds of quality
sets of people::sets of people
lose one bit::lose one bit
fashion or takes::fashion or takes
kind of quality::kind of quality
quality you require::quality you require
require another kind::require another kind
doing some kind::doing some kind
kind of multimedia::kind of multimedia
transmission like audio::transmission like audio
bits being lost::bits being lost
quality of reception::quality of reception
handle different kinds::handle different kinds
today is qos::today is qos
service and multimedia::service and multimedia
service ? qos::service ? qos
refers to traffic::refers to traffic
traffic control mechanisms::traffic control mechanisms
mechanisms that seek::mechanisms that seek
differentiate performance based::differentiate performance based
based on application::based on application
application or network::application or network
network operator requirements::network operator requirements
predictable or guaranteed::predictable or guaranteed
performance to applications::performance to applications
aggregates it talks::aggregates it talks
things the basic::things the basic
applications which require::applications which require
require one kind::require one kind
service the quality::service the quality
delay and packet::delay and packet
computer networks::computer networks
networks prof::networks prof
ghosh dept::ghosh dept
computer science::computer science
engineering iit::engineering iit
iit kharagpur::iit kharagpur
kharagpur lecture::kharagpur lecture
good day::good day
topic today::topic today
tcp tcp::tcp tcp
important transport::important transport
transport protocol::transport protocol
discussed udp::discussed udp
transport layer::transport layer
layer responsibilities::layer responsibilities
layer creates::layer creates
creates packets::creates packets
byte steam::byte steam
steam received::steam received
application layer::application layer
port numbers::port numbers
process-to-process communication::process-to-process communication
sliding window::sliding window
window protocol::window protocol
achieve flow::achieve flow
flow control::flow control
acknowledgement packets::acknowledgement packets
achieve error::achieve error
error control::error control
unlike udp::unlike udp
reliable communication::reliable communication
connection oriented::connection oriented
oriented protocol::oriented protocol
congestion control::congestion control
control mechanism::control mechanism
basic thing::basic thing
distant nodes::distant nodes
connection-oriented reliable::connection-oriented reliable
reliable transport::reliable transport
adds connection::adds connection
reliability features::reliability features
effort kind::effort kind
connection-oriented flavor::connection-oriented flavor
end nodes::end nodes
intermediate routers::intermediate routers
communication abstraction::communication abstraction
ordered ordered::ordered ordered
ordered means::ordered means
vice versa::vice versa
tcp makes::tcp makes
ordered tcp::ordered tcp
tcp brings::tcp brings
full loop-less::full loop-less
loop-less connection::loop-less connection
transmission control::transmission control
control protocol::control protocol
connection-oriented protocol::connection-oriented protocol
unreliable network::unreliable network
data transfer::data transfer
transfer tcp::transfer tcp
tcp establishes::tcp establishes
connection-oriented network::connection-oriented network
classical telephones::classical telephones
control signals::control signals
actual data::actual data
data transmission::data transmission
transmission begins::transmission begins
end points::end points
transmission takes::transmission takes
takes place::takes place
tcp entity::tcp entity
entity-client contacts::entity-client contacts
actual procedure::actual procedure
server acknowledges::server acknowledges
transfer begins::transfer begins
connection set::connection set
disconnect phase::disconnect phase
tcp level::tcp level
receiver sends::receiver sends
sends acknowledgements::sends acknowledgements
basic mechanism::basic mechanism
acknowledged tcp::acknowledged tcp
tcp maintains::tcp maintains
sender sends::sender sends
sender assumes::sender assumes
duplicate packets::duplicate packets
original sender::original sender
duplicate segment::duplicate segment
achieves reliability::achieves reliability
detect errors::detect errors
errors tcp::errors tcp
udp segment::udp segment
invalid checksums::invalid checksums
sequence number::sequence number
intermediate sequence::intermediate sequence
lower layers::lower layers
layers tcp::layers tcp
tcp handles::tcp handles
handles data::handles data
higher layer::higher layer
layer tcp::layer tcp
identify boundaries::identify boundaries
higher layers::higher layers
application writes::application writes
tcp transmits::tcp transmits
bytes coming::bytes coming
byte header::byte header
tcp protocol::tcp protocol
bit source::bit source
source port::source port
port address::port address
bit destination::bit destination
destination port::destination port
acknowledgement number::acknowledgement number
header length::header length
reserved bits::reserved bits
window size::window size
urgent pointer::urgent pointer
client-server processes::client-server processes
tcp session::tcp session
standard applications::standard applications
first communication::first communication
well-known port::well-known port
port number::port number
ephemeral port::ephemeral port
bit address::bit address
application program::application program
numbers destination::numbers destination
address defines::address defines
bit number::bit number
number assigned::number assigned
first byte::first byte
data contained::data contained
connection establishment::connection establishment
random number::random number
number generator::number generator
initial sequence::initial sequence
session starts::session starts
finite length::finite length
length sequence::length sequence
small segment::small segment
segment size::segment size
segment number::segment number
large sequence::large sequence
low number::low number
high numbers::high numbers
low sequence::low sequence
sequence numbers::sequence numbers
looped back::looped back
strict loop::strict loop
large number::large number
large range::large range
acknowledgment number::acknowledgment number
acknowledged numbers::acknowledged numbers
acknowledged number::acknowledged number
receive form::receive form
standard norm::standard norm
byte word::byte word
tcp header::tcp header
variable length::variable length
bytes depending::bytes depending
controls flags::controls flags
flags urg::flags urg
urg defines::urg defines
pointer field::pointer field
garbage ack::garbage ack
ack tells::ack tells
push rst::push rst
connection syn::connection syn
synchronize sequence::synchronize sequence
urgent flag::urgent flag
last urgent::last urgent
urgent byte::urgent byte
data section::data section
bytes options::bytes options
maximum segment::maximum segment
windows scale::windows scale
scale factor::scale factor
padding purpose::padding purpose
option field::option field
biggest chunk::biggest chunk
tcp segment::tcp segment
header field::header field
field out::field out
window scale::window scale
factor defines::factor defines
slicing window::slicing window
changed timestamp::changed timestamp
segment leaves::segment leaves
destination returns::destination returns
reply field::reply field
round trip::round trip
sender wait::sender wait
trip delay::trip delay
segment life::segment life
original packet::original packet
virtual path::virtual path
connectionless service::connectionless service
actual service::actual service
upper layer::upper layer
connection-oriented thing::connection-oriented thing
good things::good things
connection orientation::connection orientation
path established::path established
traditional strict::traditional strict
connection-oriented service::connection-oriented service
sending data::sending data
first host::first host
initialization information::initialization information
information meaning::information meaning
three-way handshaking::three-way handshaking
first syn::first syn
first sequence::first sequence
syn pack::syn pack
sends sequence::sends sequence
sequence number1200::sequence number1200
starting number::starting number
three-way handshake::three-way handshake
connection termination::connection termination
direction data::direction data
direction remember::direction remember
loop-less communication::loop-less communication
segment announcing::segment announcing
announcing connection::announcing connection
segment acknowledging::segment acknowledging
segment indicating::segment indicating
indicating connection::indicating connection
connection closure::connection closure
closure host::closure host
four-way handshaking::four-way handshaking
diagram showing::diagram showing
showing four-way::showing four-way
acknowledgement reaches::acknowledgement reaches
underlying network::underlying network
first fin::first fin
last acknowledgement::last acknowledgement
state diagram::state diagram
incoming call::incoming call
call syn::call syn
syn rcvd::syn rcvd
rcvd means::rcvd means
connection request::connection request
acknowledgement syn::acknowledgement syn
connection established::connection established
established means::established means
normal data::normal data
transfer state::transfer state
state fin::state fin
fin wait::fin wait
means client::means client
finished fin::finished fin
release timed::release timed
timed wait::timed wait
wait means::wait means
means wait::means wait
pending packets::pending packets
msl wait::msl wait
wait state::wait state
last pending::last pending
pending packet::pending packet
closing means::closing means
close simultaneously::close simultaneously
simultaneously close::simultaneously close
close wait::close wait
means server::means server
last ack::last ack
rcvd state::rcvd state
established phase::established phase
close width::close width
destination tcp::destination tcp
window imposed::window imposed
traditional sliding::traditional sliding
make transmission::make transmission
sender buffer::sender buffer
occupied part::occupied part
windows size::windows size
receiver side::receiver side
destination process::destination process
empty part::empty part
receiver window::receiver window
congestion worse::congestion worse
intervening network::intervening network
effective data::effective data
taking place::taking place
large amount::large amount
trade-off suppose::trade-off suppose
acknowledgement packet::acknowledgement packet
duplicated segments::duplicated segments
simply dropped::simply dropped
segment numbers::segment numbers
proper sequence::proper sequence
window slides::window slides
receiving window::receiving window
actual congestion::actual congestion
sender thinks::sender thinks
transfer data::transfer data
lower rate::lower rate
sender window::sender window
window value::window value
empty locations::empty locations
receiver buffer::receiver buffer
actual window::actual window
full window::full window
limited data::limited data
protocol tcp::protocol tcp
tcp delivers::tcp delivers
entire stream::entire stream
part lost::part lost
corrupt segments::corrupt segments
detecting lost::detecting lost
lost segments::lost segments
order segments::order segments
detecting duplicated::detecting duplicated
correcting errors::correcting errors
detected detecting::detected detecting
missing detecting::missing detecting
detecting segments::detecting segments
serial number::serial number
error detection::error detection
simple tools::simple tools
time-out suppose::time-out suppose
first segment::first segment
sender detects::sender detects
offer reliability::offer reliability
correction capability::correction capability
error correction::error correction
time-out counter::time-out counter
counter expires::counter expires
expires segment::expires segment
tcp timers::tcp timers
timers inside::timers inside
inside tcp::inside tcp
file transfer::file transfer
transfer protocol::transfer protocol
file useless::file useless
specifically protocols::specifically protocols
absolute error::absolute error
voice communication::voice communication
carrying voice::carrying voice
network parameters::network parameters
make out::make out
differing rate::differing rate
retransmission timer::retransmission timer
persistence timer::persistence timer
keep-alive timer::keep-alive timer
time-waited timer::time-waited timer
discarded segment::discarded segment
segment suppose::segment suppose
timer stamp::timer stamp
timer starts::timer starts
size happened::size happened
timer tcp::timer tcp
tcp creates::tcp creates
acknowledgement arrives::acknowledgement arrives
retransmitted segment::retransmitted segment
dynamic retransmission::dynamic retransmission
connection tcp::connection tcp
simple case::simple case
web server::web server
active websites::active websites
concurrent server::concurrent server
application side::application side
tcp services::tcp services
tcp receives::tcp receives
timer window::timer window
tcp sends::tcp sends
special segment::special segment
probe segment::probe segment
idle connections::idle connections
tcp connection::tcp connection
last communication::last communication
automatically started::automatically started
graceful connection::graceful connection
server hears::server hears
timer times::timer times
tcp closes::tcp closes
times out::times out
fin segments::fin segments
previous case::previous case
last acknowledgment::last acknowledgment
window sizes::window sizes
discuss congestion::discuss congestion
control lecture::control lecture
networks multicasting::networks multicasting
multicast communication::multicast communication
communication refers::communication refers
many-to-many communication::many-to-many communication
communication unicast::communication unicast
unicast refers::unicast refers
multicast destinations::multicast destinations
multicasting refers::multicasting refers
individual hosts::individual hosts
multicast groups::multicast groups
groups multicasting::groups multicasting
multicast group::multicast group
general parameters::general parameters
multiple channels::multiple channels
prairie set::prairie set
day today::day today
multicast communications::multicast communications
communications refers::communications refers
many-to-many communications::many-to-many communications
source multiple::source multiple
prairie setup::prairie setup
initial value::initial value
multicast address::multicast address
weather updates::weather updates
stock updates::stock updates
news feed::news feed
distance learning::distance learning
learning material::learning material
distance learners::distance learners
specific group::specific group
routing updates::routing updates
service location::service location
applied pointcast-type::applied pointcast-type
pointcast-type push::pointcast-type push
push applications::push applications
push means::push means
actual source::actual source
stock quotes::stock quotes
pushed teleconferencing::pushed teleconferencing
shared whiteboard::shared whiteboard
text editor::text editor
important application::important application
video conferencing::video conferencing
video stream::video stream
entire group::entire group
interactive gaming::interactive gaming
distributed fashion::distributed fashion
email distribution::email distribution
distribution lists::distribution lists
content distribution::content distribution
software distribution::software distribution
web cache::web cache
cache updates::cache updates
database replication::database replication
replication multicasting::replication multicasting
operation today::operation today
proper manner::proper manner
routers capabilities::routers capabilities
multicast routing::multicast routing
essential components::essential components
multicast service::multicast service
multicast addressing::multicast addressing
group management::group management
networks connected::networks connected
group members::group members
group membership::group membership
membership protocol::membership protocol
machines connected::machines connected
internet group::internet group
management protocol::management protocol
neighboring multicast::neighboring multicast
multicast routers::multicast routers
routing protocol::routing protocol
protocol running::protocol running
picture showing::picture showing
service model::service model
router protocol::router protocol
supports udp::supports udp
multicast tcp::multicast tcp
tcp udp::tcp udp
connectionless datagram::connectionless datagram
datagram oriented::datagram oriented
chooses udp::chooses udp
layer protocol::layer protocol
protocol stack::protocol stack
network interface::network interface
multicast layers::multicast layers
network layer::network layer
layer takes::layer takes
takes part::takes part
normal routing::normal routing
multicast part::multicast part
part takes::part takes
takes care::takes care
multicasting routing::multicasting routing
udp protocol::udp protocol
stream sockets::stream sockets
datagram sockets::datagram sockets
multicast sockets::multicast sockets
socket layer::socket layer
user layer::user layer
multicast messages::multicast messages
multicast supporting::multicast supporting
supporting routers::supporting routers
multicast works::multicast works
interface card::interface card
group dynamically::group dynamically
access control::access control
requires access::requires access
protocol stands::protocol stands
stands today::stands today
actual practice::actual practice
practice constitutes::practice constitutes
small amount::small amount
traffic compared::traffic compared
potential true::potential true
true multicasting::true multicasting
simulated multicasting::simulated multicasting
actual true::actual true
multicasting traffic::multicasting traffic
support multicasting::support multicasting
cost involved::cost involved
floor control::floor control
essentially unreliable::essentially unreliable
multicast addresses::multicast addresses
last byte::last byte
first range::first range
range inclusive::range inclusive
routing protocols::routing protocols
low level::low level
level topology::level topology
topology discovery::topology discovery
maintenance protocols::maintenance protocols
multicast datagram::multicast datagram
destination address::destination address
reserved addresses::reserved addresses
multicast routes::multicast routes
reserved class::reserved class
synchronizing machines::synchronizing machines
special addresses::special addresses
address translation::address translation
transmitting packets::transmitting packets
local network::local network
data link::data link
link layer::link layer
hardware address::hardware address
mac address::mac address
ethernet frame::ethernet frame
ethernet address::ethernet address
handling unicast::handling unicast
ethernet level::ethernet level
ethernet mac::ethernet mac
mac addresses::mac addresses
lowest bit::lowest bit
left byte::left byte
byte suppose::byte suppose
significant byte::significant byte
last bit::last bit
ethernet cards::ethernet cards
device driver::device driver
done suppose::done suppose
simple protocol::simple protocol
igmp operates::igmp operates
physical network::physical network
single ethernet::single ethernet
ethernet segment::ethernet segment
previous diagram::previous diagram
multicast router::multicast router
local multicasting::local multicasting
multicasting router::multicasting router
igmp supports::igmp supports
query membership::query membership
send membership::send membership
membership reports::membership reports
send queries::send queries
respond depending::respond depending
igmp report::igmp report
igmp general::igmp general
general query::general query
igmp group::igmp group
group address::group address
specific query::specific query
source address::source address
individual host::individual host
host sends::host sends
igmp membership::igmp membership
membership report::membership report
igmp message::igmp message
message format::message format
type type::type type
16-bit checksum::16-bit checksum
address type::address type
host group::host group
multiple processes::multiple processes
first process::first process
multicast traffic::multicast traffic
membership list::membership list
process leaves::process leaves
igmp query::igmp query
host responds::host responds
igmp host::igmp host
host reports::host reports
routers sends::routers sends
sends query::sends query
regular intervals::regular intervals
group queries::group queries
queries send::queries send
igmp messages::igmp messages
bytes long::bytes long
ethernet header::ethernet header
32-bit class::32-bit class
multiple multicast::multiple multicast
router responds::router responds
igmp queries::igmp queries
router forwards::router forwards
forwards multicast::forwards multicast
multicast packets::multicast packets
routers connected::routers connected
diagram suppose::diagram suppose
practical situations::practical situations
simulate multicasting::simulate multicasting
doing repeated::doing repeated
repeated unicast::repeated unicast
original source::original source
members meaning::members meaning
successive unicast::successive unicast
unicast done::unicast done
access list::access list
packets traveling::packets traveling
final number::final number
packet travels::packet travels
hop count::hop count
count kind::count kind
weighted measure::weighted measure
lower overhead::lower overhead
multicasting capability::multicasting capability
packet forwarding::packet forwarding
send multiple::send multiple
multiple copies::multiple copies
routing algorithm::routing algorithm
algorithm builds::algorithm builds
spanning tree::spanning tree
tree dynamically::tree dynamically
routing tree::routing tree
unicast cases::unicast cases
multicasting protocol::multicasting protocol
supporting multicasting::supporting multicasting
main goal::main goal
theoretical problem::theoretical problem
tree suppose::tree suppose
previous graph::previous graph
shortest path::shortest path
path tree::path tree
source-based tree::source-based tree
path cost::path cost
good tree::good tree
single sender::single sender
central news::central news
news service::news service
financial advisory::financial advisory
advisory service::advisory service
stock codes::stock codes
company collects::company collects
stock value::stock value
regular fashion::regular fashion
cases making::cases making
tree makes::tree makes
multiple senders::multiple senders
send messages::send messages
unicast routing::unicast routing
additional service::additional service
reverse shortest::reverse shortest
reverse path::reverse path
path forwarding::path forwarding
total cost::total cost
makes sense::makes sense
send packets::send packets
minimum total::minimum total
optimum solution::optimum solution
core-based tree::core-based tree
good solution::good solution
potential source::potential source
rendezvous point::rendezvous point
