keyphrase	tfidf	Frequency Occurance Ratio	cuewords	Contiguous Occurance Ratio	dispersion	Phrase Size	localspan	cscore	keyword
rank r insert	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
inheriting all the methods	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
pointers first stack head	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
step r will move	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
end of the queue	0.1875	0.0	0.0	0.0	0.0	0.0	0.137959934587	0.136363636364	False
first position	0.0	0.0	0.0	0.0	0.0	0.0	0.103454619787	0.0681818181818	False
change the ranks	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
essentially	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
sacrificing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pointers first	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
queue right the tail	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
first element	0.0	0.0	0.0	0.0	0.017047545387	0.0	0.310282093213	0.295454545455	False
space	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
implement using arrays	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
method at rank return	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
supporting node based	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
rank it tells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
out principle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
location in that array	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
methods so essentially	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
removed from the queues	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element this pointer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
front of my queue	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
type is called double	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
copying is not costly	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
first remove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
gave me rank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
quickly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
nodes dummy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
datatype implementation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
element will get removed	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
node connected here make	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
easy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
shifting all the elements	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element on that object	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
onya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
location i can identify	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
applied	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
manner i can delete	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
rank as for instance	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element enqueue an element	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
suppose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
case then add	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
change rank move step	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue and i insert	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
fairly generic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
removing the front element	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
removed w i added	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element would sit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
integers so first element	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
list to start	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
first in first	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
march	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
front element of queue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
suitably cast	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
comparison of sequence operations	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
positions abstract data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
things	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
make	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
position correspond this rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
front is the method	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
delete this node	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
element at certain position	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
abtstract datatype	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
finding shortly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
independent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
previous and next field	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue then question	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
list abstract datatype	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
time first	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
arrays lets	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
case similarly deleting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
shortly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
implement from methods	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
looked at sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
types basically	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
array is fixed size	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
rome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
list and doubly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
rome i copy seatle	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
counter till i reach	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
left	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
first positionoif my list	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
dequeue	0.0	5.33333333333	0.0	32.0	0.0	1	0.0	0.0	True
node your familiar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
identify	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
methods might take linear	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
integer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
out the rank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
remove the element	0.0	0.0	0.0	0.0	0.0294863618751	0.0	0.241353229763	0.324196875148	False
previous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
point of view	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
node and create	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
vector abstract	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
remove this element	0.0	0.0	0.0	0.0	0.0	0.0	0.344950940311	0.180109375082	False
methods which kind	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
position before which refers	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
methods could take order	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
return the true	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
sitting at location	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
gave	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
point to this problem	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
question we discuss	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
rank move step	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
accurate completely accurate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
head very easily	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
talked of the vector	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
whichever	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
queue for instance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
pointer would point	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
put an element	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
pointers which are basically	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
stack or a queue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
node at rank rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
procedure node	0.0	0.0	0.0	0.0	0.0	0.0	0.206970564186	0.0681818181818	False
first find out	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
element remove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
copying the reference	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
data type position	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
vector data type	0.0	0.0	0.0	0.0	0.0	0.0	0.13793949305	0.144087500066	False
arbitrary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
introduce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
method pop correspond	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
queue whichever	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
general adaptor classes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
doubly linked list vector	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
reach that rank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
vector abstract data type	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	True
case of of doubly	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
suppose i asked give	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
point i reaches	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
out principle whoever joins	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
remove the rome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
list its this node	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue kind	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
integer array stack	0.0	0.0	0.0126582278481	0.0	0.0	0.0	0.0	0.0360218750164	True
node after this node	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
stacks as a data	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
means i added	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
method pop	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rome i copy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
allocate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
circular so rap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
dequeue reached	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
situated in the node	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
differ from the stack	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
make a new node	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
added w then added	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
posi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pointer to here makes	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
implement all the operation	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
abtstract	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
cast the type	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
linked list	0.0	0.0	0.0	0.0	0.00229756584206	0.0	0.930744071954	1.0	True
shifting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
node50.53 second node	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
positions	0.0	0.0	0.126582278481	0.0	0.0	0.0	0.0	0.0	False
post	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
methods we can implement	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
changing sum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
replaces the element rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
add an element lets	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
accessing it pointer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
ensure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
guilty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
hundred elements	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element at rank	0.0	0.0	0.0	0.0	0.0384066571605	0.0	0.275817661488	0.39624062518	False
improvement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
require order n time	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
pointer one previous pointer	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
essentially in a vector	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
whats	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
whats the double	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
sequence data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
update or previous fields	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element and the position	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
pointers first stack	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
setting this to null	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
type vector	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
queue the disadvantage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
support	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
luist datastructure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
case of running time	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
front at the front	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue is empty corresponds	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
start from the header	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element at the tail	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
arbitrary objects	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
out where that element	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
assuming the procedure node	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
insert at rank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
circular list we don	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
double double ended	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
whoich asks	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
node because earlier	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
removed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
true	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
vector abstract data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
arrays	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
inside	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
maximum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
queues we learnt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
blinked list	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
applications this one application	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
completely accurate the statement	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
dare	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rank rank or insert	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
implement a sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
integer objects	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
general classes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
tail and the question	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
support insert and delete	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
abstract	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
queues so first	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
ended queue the method	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
setting the elements	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
data structure to implement	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
operations worst case	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
check	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
type now this data	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
axioms now for queues	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
newyork at this position	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
setting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
good specialized general	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
deleting an element	0.0	0.0	0.0	0.0	0.0	0.0	0.137959934587	0.108065625049	False
supporting node	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
node	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
picture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
case of doubly linked	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
methods like give	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
update	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
front index and remove	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
rank take constant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
reaches at equation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
assume	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pseudo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
started front was referring	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
data structure implement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
rank or insert	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
object of this data	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
push	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
stacks	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
lets check it out	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
positions abstract	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
modern require	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
list or a circular	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue removal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
manner remove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
depend	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
march to the list	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
create a queue enqueue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
implement double double	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
finally	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
linked list implement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
stack using a double	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
change the suitably cast	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
sentinel nodes dummy nodes	0.0625	0.0	0.0126582278481	0.0	0.0	0.0	0.0	0.0454545454545	False
written front of queue	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
list yeah please don	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
first remove last insert	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
datatype can be implemented	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
size queue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
enqueue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
pointer which is pointing	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
node his out	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
remaining queue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
notion of an adaptor	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
minute	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
idea maximum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
doesn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
start and the end	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
yuou	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
show you the process	0.0416666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element at location	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
started front	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
form the header	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
guy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
talked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rank two first	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
dummy nodes they don	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
correspond to return	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
port	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
correspond to deleting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
solution to this problem	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
time operations provide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
supporting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
doubt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
methods that yuou	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
rank r whats	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
operations both ends	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
front yes we remove	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
change	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element of the front	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
type position	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
nodes i have pointer	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
shift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
vectors	0.0	0.0	0.0253164556962	0.0	0.0	0.0	0.0	0.0	False
modified to pointer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
method size	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
shows you the time	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
time of the worst	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
first element i insert	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
dequeue operation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
implement for stack double	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
contents of these positions	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
extra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
elements all methods	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
problem in removing removing	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
rth location and replace	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
thirteen nineteen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
learnt today	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
size and is empty	0.0416666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue now i added	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
header these these nodes	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue i added	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
positive	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
add an element enqueue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
manner i create	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
node right make	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
data type is sequence	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
rank in the original	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
today	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
